fbref,fpl_id,first_name,second_name,Player,web_name,Age,team_id,team_name,short_name,element_type,position,Seasons_count,now_cost,tsb,MP,Starts,Min,90s,npxG,xAG,finishing,MP_new,90s_new,npxG_new,xAG_new,weighted_npxG,weighted_xAG
e09f279b,108,Ivan,Toney,Ivan Toney,Toney,27.0,4,Brentford,BRE,4,FWD,3.0,7.3,2.7,83.0,81.0,7310.0,81.19999999999999,0.35,0.14,0.98,,,,,,
c06d1086,470,Paul,Onuachu,Paul Onuachu,Onuachu,28.0,17,Southampton,SOU,4,FWD,1.0,5.0,0.1,11.0,4.0,407.0,4.5,0.28,0.03,0.98,,,,,,
903b6e8b,554,José,Malheiro de Sá,José Sá,José Sá,30.0,20,Wolves,WOL,1,GKP,3.0,4.5,2.1,108.0,108.0,9562.0,106.2,0.0,0.0,1.0,2.0,2.0,0.0,0.03,0.0,0.0
8397a50c,49,Tyrone,Mings,Tyrone Mings,Mings,30.0,2,Aston Villa,AVL,2,DEF,3.0,4.4,0.1,72.0,71.0,6369.0,70.7,0.04,0.04,0.99,,,,,,
beb391dd,515,Maxwel,Cornet,Maxwel Cornet,Cornet,26.0,17,Southampton,SOU,3,MID,3.0,4.9,0.0,48.0,25.0,2186.0,24.200000000000003,0.33,0.08,1.04,,,,,,
b3fe23c6,264,Wes,Burns,Wes Burns,Burns,28.0,10,Ipswich,IPS,3,MID,1.0,4.9,0.0,35.0,31.0,2381.0,26.5,0.08,0.14,1.03,1.0,0.6,0.0,0.0,0.08,0.14
2b471f99,557,Mario,Lemina,Mario Lemina,Mario Jr.,29.0,20,Wolves,WOL,3,MID,3.0,5.0,0.2,100.0,86.0,7072.0,78.6,0.1,0.04,0.98,3.0,3.0,0.02,0.01,0.1,0.04
5a7301ae,33,Leander,Dendoncker,Leander Dendoncker,Dendoncker,28.0,2,Aston Villa,AVL,3,MID,3.0,4.5,0.8,65.0,31.0,3004.0,33.4,0.13,0.05,0.99,,,,,,
9b5ce51a,206,Jefferson,Lerma Solís,Jefferson Lerma,Lerma,28.0,7,Crystal Palace,CRY,3,MID,3.0,4.9,0.1,99.0,97.0,8506.0,94.5,0.08,0.07,0.96,2.0,0.9,0.02,0.52,0.08,0.08
c951a6df,400,Isaac,Hayden,Isaac Hayden,Hayden,28.0,15,Newcastle,NEW,3,MID,3.0,4.5,0.1,45.0,33.0,2801.0,31.1,0.02,0.01,1.0,,,,,,
6ca5ec4b,247,Alex,Iwobi,Alex Iwobi,Iwobi,27.0,9,Fulham,FUL,3,MID,3.0,5.5,1.2,98.0,87.0,7745.0,86.1,0.14,0.17,0.98,3.0,3.0,0.1,0.07,0.14,0.17
803ae100,254,Harrison,Reed,Harrison Reed,Reed,28.0,9,Fulham,FUL,3,MID,3.0,4.9,0.0,103.0,82.0,6886.0,76.4,0.04,0.09,0.98,3.0,0.1,0.0,0.0,0.04,0.09
c6dc9ecd,259,Harry,Wilson,Harry Wilson,Wilson,26.0,9,Fulham,FUL,3,MID,3.0,5.4,0.1,105.0,69.0,6196.0,68.8,0.18,0.16,0.97,3.0,0.4,0.0,0.0,0.18,0.16
30144daa,298,Stephy,Mavididi,Stephy Mavididi,Mavididi,25.0,11,Leicester,LEI,3,MID,3.0,5.4,0.3,102.0,83.0,7174.0,79.7,0.14,0.1,1.03,3.0,0.6,0.0,0.06,0.14,0.1
98ea5115,15,David,Raya Martin,David Raya,Raya,27.0,1,Arsenal,ARS,1,GKP,3.0,5.5,28.5,94.0,94.0,8460.0,94.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
e77dc3b2,82,Dominic,Solanke-Mitchell,Dominic Solanke,Solanke,25.0,18,Spurs,TOT,4,FWD,3.0,7.5,8.6,117.0,115.0,10271.0,114.1,0.38,0.09,0.94,1.0,1.0,0.34,0.06,0.38,0.09
4f565d77,359,Kalvin,Phillips,Kalvin Phillips,Phillips,27.0,10,Ipswich,IPS,3,MID,3.0,5.0,0.1,44.0,23.0,2298.0,25.4,0.05,0.03,0.98,1.0,0.8,0.0,0.0,0.05,0.03
2afc7272,64,Lewis,Cook,Lewis Cook,Cook,26.0,3,Bournemouth,BOU,3,MID,3.0,5.0,0.1,89.0,75.0,6679.0,74.2,0.01,0.12,0.99,3.0,2.9,0.07,0.12,0.01,0.12
68c720b5,453,Adam,Armstrong,Adam Armstrong,Armstrong,26.0,17,Southampton,SOU,4,FWD,3.0,5.5,1.4,99.0,75.0,6493.0,72.1,0.22,0.09,0.94,3.0,2.3,0.34,0.05,0.23,0.09
d79a8c87,202,Rob,Holding,Rob Holding,Holding,26.0,7,Crystal Palace,CRY,2,DEF,2.0,4.4,0.1,29.0,15.0,1411.0,15.7,0.05,0.0,1.02,,,,,,
6639e500,240,Andreas,Hoelgebaum Pereira,Andreas Pereira,Andreas,27.0,9,Fulham,FUL,3,MID,2.0,5.4,2.9,70.0,67.0,5305.0,58.9,0.18,0.21,0.92,3.0,2.9,0.02,0.29,0.17,0.22
2f7acede,309,Harry,Winks,Harry Winks,Winks,27.0,11,Leicester,LEI,3,MID,3.0,4.5,14.7,84.0,73.0,6667.0,74.1,0.02,0.04,0.98,3.0,3.0,0.0,0.04,0.02,0.04
26ce2263,63,Ryan,Christie,Ryan Christie,Christie,28.0,3,Bournemouth,BOU,3,MID,3.0,4.9,0.2,107.0,93.0,7738.0,86.0,0.09,0.15,0.88,3.0,1.7,0.0,0.08,0.09,0.15
984a5a64,476,Kyle,Walker-Peters,Kyle Walker-Peters,Walker-Peters,26.0,17,Southampton,SOU,2,DEF,3.0,4.5,0.5,106.0,102.0,9141.0,101.6,0.03,0.06,1.0,3.0,2.9,0.07,0.01,0.03,0.06
c149016b,320,Endo,Wataru,Wataru Endo,Endo,30.0,12,Liverpool,LIV,3,MID,3.0,4.9,0.2,95.0,86.0,7543.0,83.80000000000001,0.07,0.09,1.01,1.0,0.0,0.0,0.0,0.07,0.09
246d153b,422,Ola,Aina,Ola Aina,Aina,26.0,16,Nott'm Forest,NFO,2,DEF,3.0,4.4,2.1,62.0,46.0,4005.0,44.5,0.02,0.08,1.01,3.0,2.6,0.01,0.05,0.02,0.08
9a28eba4,239,Adama,Traoré,Adama Traoré,Adama,27.0,9,Fulham,FUL,3,MID,3.0,5.0,2.3,82.0,27.0,3322.0,36.900000000000006,0.17,0.19,0.97,3.0,2.6,0.18,0.44,0.18,0.22
fdf3cb77,516,Vladimír,Coufal,Vladimír Coufal,Coufal,30.0,19,West Ham,WHU,2,DEF,3.0,4.5,0.8,91.0,85.0,7477.0,83.0,0.01,0.1,0.98,3.0,1.8,0.01,0.06,0.01,0.1
49fe9070,509,Timo,Werner,Timo Werner,Werner,27.0,18,Spurs,TOT,3,MID,3.0,6.4,0.2,69.0,50.0,4236.0,47.1,0.38,0.15,0.93,2.0,0.3,0.0,0.0,0.38,0.15
b4a014b1,35,Diego Carlos,Santos Silva,Diego Carlos,Diego Carlos,30.0,2,Aston Villa,AVL,2,DEF,3.0,4.5,0.4,64.0,56.0,4978.0,55.4,0.08,0.0,0.98,,,,,,
3eb22ec9,342,Bernardo,Veiga de Carvalho e Silva,Bernardo Silva,Bernardo,28.0,13,Man City,MCI,3,MID,3.0,6.6,6.5,102.0,86.0,7640.0,84.8,0.13,0.22,1.08,3.0,3.0,0.17,0.4,0.13,0.23
197640fd,244,Timothy,Castagne,Timothy Castagne,Castagne,27.0,9,Fulham,FUL,2,DEF,3.0,4.4,1.7,98.0,87.0,8015.0,89.10000000000001,0.06,0.07,0.99,,,,,,
56f7a928,57,Youri,Tielemans,Youri Tielemans,Tielemans,26.0,2,Aston Villa,AVL,3,MID,3.0,5.5,1.2,95.0,73.0,6597.0,73.2,0.06,0.16,1.05,3.0,3.0,0.06,0.31,0.06,0.17
77d7c96f,257,Kenny,Tete,Kenny Tete,Tete,27.0,9,Fulham,FUL,2,DEF,3.0,4.5,0.4,65.0,54.0,4778.0,53.0,0.04,0.06,1.03,3.0,3.0,0.1,0.0,0.05,0.06
90e9ca3d,271,Marcus,Myers-Harness,Marcus Harness,Harness,27.0,10,Ipswich,IPS,3,MID,1.0,4.9,0.0,34.0,7.0,982.0,10.9,0.13,0.05,1.02,2.0,0.5,0.0,0.0,0.12,0.05
529f49ab,20,Thomas,Partey,Thomas Partey,Thomas,30.0,1,Arsenal,ARS,3,MID,3.0,5.0,1.5,71.0,60.0,5299.0,58.900000000000006,0.08,0.05,0.99,3.0,3.0,0.05,0.05,0.08,0.05
bdf3a08e,466,Joe,Lumley,Joe Lumley,Lumley,27.0,17,Southampton,SOU,1,GKP,2.0,4.0,0.3,75.0,75.0,6691.0,74.3,0.0,0.01,0.99,,,,,,
db4ed67b,119,Mahmoud,Dahoud,Mahmoud Dahoud,Dahoud,27.0,5,Brighton,BHA,3,MID,3.0,4.9,0.0,53.0,31.0,2674.0,29.6,0.07,0.14,1.01,,,,,,
f8eca1b6,65,Enes,Ünal,Enes Ünal,Enes Ünal,26.0,3,Bournemouth,BOU,4,FWD,3.0,5.4,0.0,91.0,71.0,6236.0,69.3,0.22,0.09,1.1,,,,,,
d328a254,76,Philip,Billing,Philip Billing,Philip,27.0,3,Bournemouth,BOU,3,MID,3.0,4.9,0.1,105.0,84.0,7466.0,82.9,0.15,0.13,1.05,1.0,0.1,0.0,0.0,0.15,0.13
cd1acf9d,311,Trent,Alexander-Arnold,Trent Alexander-Arnold,Alexander-Arnold,24.0,12,Liverpool,LIV,2,DEF,3.0,7.0,30.2,97.0,91.0,7931.0,88.1,0.08,0.33,1.0,3.0,2.5,0.07,0.5,0.08,0.34
e514ab62,416,Matt,Targett,Matt Targett,Targett,27.0,15,Newcastle,NEW,2,DEF,3.0,4.0,0.5,53.0,40.0,3559.0,39.6,0.02,0.09,1.0,,,,,,
289601e6,255,Antonee,Robinson,Antonee Robinson,Robinson,25.0,9,Fulham,FUL,2,DEF,3.0,4.6,16.1,108.0,105.0,9382.0,104.3,0.01,0.08,1.01,3.0,3.0,0.0,0.13,0.01,0.08
27f4f772,209,Remi,Matthews,Remi Matthews,Matthews,29.0,7,Crystal Palace,CRY,1,GKP,1.0,4.0,0.9,1.0,0.0,4.0,0.0,,,1.0,,,,,,
7a11550b,322,Joe,Gomez,Joe Gomez,Gomez,26.0,12,Liverpool,LIV,2,DEF,3.0,4.9,0.5,61.0,36.0,3583.0,39.8,0.03,0.05,0.98,,,,,,
31c69ef1,361,Rúben,Gato Alves Dias,Rúben Dias,Rúben,26.0,13,Man City,MCI,2,DEF,3.0,5.5,4.6,85.0,77.0,6959.0,77.3,0.06,0.03,0.94,3.0,3.0,0.09,0.01,0.06,0.03
4115ce4e,455,Jan,Bednarek,Jan Bednarek,Bednarek,27.0,17,Southampton,SOU,2,DEF,3.0,4.0,3.0,96.0,90.0,7949.0,88.3,0.04,0.01,1.02,3.0,2.9,0.0,0.03,0.04,0.01
,611,Sam,Szmodics,,Szmodics,,10,Ipswich,IPS,3,MID,,6.0,0.4,,,,,,,,,,,,,
e5a76dfe,201,Dean,Henderson,Dean Henderson,Henderson,26.0,7,Crystal Palace,CRY,1,GKP,2.0,4.5,14.6,36.0,36.0,3240.0,36.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
ee38d9c5,494,James,Maddison,James Maddison,Maddison,26.0,18,Spurs,TOT,3,MID,3.0,7.5,4.7,93.0,82.0,7074.0,78.6,0.26,0.27,1.06,3.0,2.6,0.19,0.26,0.26,0.27
d2424d1b,160,Ben,Chilwell,Ben Chilwell,Chilwell,26.0,6,Chelsea,CHE,2,DEF,3.0,4.9,0.7,43.0,30.0,2706.0,30.0,0.12,0.19,1.03,,,,,,
43309491,262,Nathan,Broadhead,Nathan Broadhead,Broadhead,25.0,10,Ipswich,IPS,3,MID,2.0,4.9,0.0,60.0,40.0,3363.0,37.4,0.15,0.08,1.1,,,,,,
e34fc66d,191,Joachim,Andersen,Joachim Andersen,Andersen,27.0,9,Fulham,FUL,2,DEF,3.0,4.4,13.0,104.0,102.0,9113.0,101.2,0.04,0.06,0.98,1.0,1.0,0.04,0.0,0.04,0.06
3f2587ee,510,Alfie,Whiteman,,Whiteman,,18,Spurs,TOT,1,GKP,,4.0,1.6,,,,,,,,,,,,,
a1d5bd30,385,Marcus,Rashford,Marcus Rashford,Rashford,25.0,14,Man Utd,MUN,3,MID,3.0,6.9,3.0,93.0,71.0,6385.0,70.9,0.33,0.1,1.02,3.0,2.7,0.0,0.54,0.32,0.13
59e6e5bf,220,Dominic,Calvert-Lewin,Dominic Calvert-Lewin,Calvert-Lewin,26.0,8,Everton,EVE,4,FWD,3.0,5.9,1.7,66.0,56.0,4619.0,51.3,0.43,0.11,0.85,3.0,2.6,0.14,0.08,0.42,0.11
79c84d1c,514,Jarrod,Bowen,Jarrod Bowen,Bowen,26.0,19,West Ham,WHU,3,MID,3.0,7.5,6.0,108.0,104.0,9235.0,102.5,0.31,0.18,1.02,3.0,2.7,0.07,0.26,0.3,0.19
aed3a70f,58,Ollie,Watkins,Ollie Watkins,Watkins,27.0,2,Aston Villa,AVL,4,FWD,3.0,8.9,26.4,109.0,106.0,9296.0,103.2,0.44,0.16,1.0,3.0,2.1,0.77,0.22,0.45,0.16
862a1c15,391,Miguel,Almirón Rejala,Miguel Almirón,Almirón,29.0,15,Newcastle,NEW,3,MID,3.0,5.8,0.6,97.0,71.0,6144.0,68.3,0.23,0.11,1.01,2.0,0.0,0.0,0.0,0.23,0.11
1daec722,163,Marc,Cucurella Saseta,Marc Cucurella,Cucurella,25.0,6,Chelsea,CHE,2,DEF,3.0,5.0,6.0,81.0,76.0,6565.0,73.0,0.04,0.05,0.98,3.0,2.8,0.0,0.0,0.04,0.05
a2b105e0,410,Sean,Longstaff,Sean Longstaff,Longstaff,25.0,15,Newcastle,NEW,3,MID,3.0,4.9,0.9,92.0,73.0,6729.0,74.8,0.17,0.09,0.96,3.0,2.5,0.0,0.01,0.16,0.09
5515376c,159,Trevoh,Chalobah,Trevoh Chalobah,Chalobah,24.0,7,Crystal Palace,CRY,2,DEF,3.0,4.4,0.2,58.0,45.0,4009.0,44.6,0.04,0.02,1.03,,,,,,
2baec6ce,282,Axel,Tuanzebe,Axel Tuanzebe,Tuanzebe,25.0,10,Ipswich,IPS,2,DEF,3.0,4.0,1.6,32.0,25.0,2149.0,23.8,0.01,0.01,0.99,3.0,2.8,0.02,0.01,0.01,0.01
c17bfb65,403,Joelinton Cássio,Apolinário de Lira,Joelinton,Joelinton,26.0,15,Newcastle,NEW,3,MID,3.0,6.0,2.6,87.0,75.0,6498.0,72.2,0.21,0.12,0.98,3.0,3.0,0.18,0.01,0.21,0.12
e6bc67d7,548,Gonçalo Manuel,Ganchinho Guedes,Gonçalo Guedes,Guedes,26.0,20,Wolves,WOL,3,MID,3.0,5.4,0.1,66.0,47.0,4264.0,47.5,0.14,0.1,1.09,1.0,0.2,0.0,0.0,0.14,0.1
60344e4f,90,Josh,Dasilva,Josh Dasilva,Dasilva,24.0,4,Brentford,BRE,3,MID,3.0,4.9,0.0,48.0,16.0,1670.0,18.6,0.09,0.1,1.04,,,,,,
79300479,13,Martin,Ødegaard,Martin Ødegaard,Ødegaard,24.0,1,Arsenal,ARS,3,MID,3.0,8.4,10.9,108.0,104.0,9003.0,99.9,0.21,0.25,1.1,3.0,2.8,0.16,0.1,0.21,0.25
77d6fd4d,508,Guglielmo,Vicario,Guglielmo Vicario,Vicario,26.0,18,Spurs,TOT,1,GKP,3.0,5.0,3.9,107.0,107.0,9623.0,106.9,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
9674002f,382,Mason,Mount,Mason Mount,Mount,24.0,14,Man Utd,MUN,3,MID,3.0,6.4,0.2,70.0,52.0,4527.0,50.3,0.16,0.17,1.07,2.0,1.2,0.33,0.06,0.17,0.17
6aa3e78b,579,Ryan,Sessegnon,Ryan Sessegnon,Sessegnon,22.0,9,Fulham,FUL,2,DEF,2.0,4.4,0.2,32.0,22.0,1860.0,20.6,0.12,0.16,1.0,,,,,,
c07b7c5c,457,James,Bree,James Bree,Bree,25.0,17,Southampton,SOU,2,DEF,3.0,4.0,0.2,93.0,86.0,7607.0,84.5,0.01,0.1,0.97,,,,,,
f5deef4c,376,Victor,Lindelöf,Victor Lindelöf,Lindelof,29.0,14,Man Utd,MUN,2,DEF,3.0,4.4,0.1,67.0,54.0,5048.0,56.2,0.03,0.02,0.99,,,,,,
169fd162,550,Hwang,Hee-chan,Hwang Hee-chan,Hee Chan,27.0,20,Wolves,WOL,3,MID,3.0,6.4,0.7,88.0,57.0,5114.0,56.8,0.26,0.11,1.07,3.0,2.0,0.0,0.06,0.25,0.11
a8c0acb7,86,Kristoffer,Ajer,Kristoffer Ajer,Ajer,25.0,4,Brentford,BRE,2,DEF,3.0,4.5,0.4,61.0,53.0,4590.0,51.1,0.05,0.08,1.02,3.0,2.4,0.11,0.01,0.06,0.08
fce2302c,21,Kieran,Tierney,Kieran Tierney,Tierney,26.0,1,Arsenal,ARS,2,DEF,3.0,4.4,0.0,69.0,42.0,3948.0,43.900000000000006,0.02,0.05,1.0,,,,,,
328f7d51,452,Joe,Aribo,Joe Aribo,Aribo,27.0,17,Southampton,SOU,3,MID,2.0,5.0,0.1,56.0,29.0,2830.0,31.4,0.07,0.05,1.04,3.0,2.5,0.21,0.26,0.09,0.08
8a3c1dc7,92,Rico,Henry,Rico Henry,Henry,26.0,4,Brentford,BRE,2,DEF,3.0,4.4,0.1,76.0,75.0,6415.0,71.3,0.04,0.08,1.0,,,,,,
d0042ab9,225,Mason,Holgate,Mason Holgate,Holgate,26.0,8,Everton,EVE,2,DEF,3.0,4.0,0.5,48.0,41.0,3640.0,40.4,0.08,0.03,0.98,1.0,0.1,0.0,0.0,0.08,0.03
0a6cb1b1,303,Harry,Souttar,Harry Souttar,Souttar,24.0,11,Leicester,LEI,2,DEF,3.0,4.0,0.0,38.0,35.0,3148.0,35.0,0.06,0.01,0.96,,,,,,
178ae8f8,317,Diogo,Teixeira da Silva,Diogo Jota,Diogo J.,26.0,12,Liverpool,LIV,3,MID,3.0,7.6,18.8,78.0,53.0,4640.0,51.6,0.51,0.22,1.05,3.0,2.5,0.65,0.27,0.53,0.23
efb9215a,408,Jamal,Lewis,Jamal Lewis,Lewis,25.0,15,Newcastle,NEW,2,DEF,3.0,4.0,0.5,43.0,36.0,3046.0,33.8,0.02,0.06,0.98,,,,,,
66b76d44,31,Emiliano,Buendía Stati,Emi Buendía,Buendia,25.0,2,Aston Villa,AVL,3,MID,2.0,5.4,0.1,73.0,49.0,4311.0,47.900000000000006,0.22,0.23,0.99,,,,,,
d93c2511,381,Scott,McTominay,Scott McTominay,McTominay,26.0,14,Man Utd,MUN,3,MID,3.0,4.9,0.5,86.0,56.0,5448.0,60.5,0.19,0.04,1.0,2.0,0.2,0.33,0.0,0.19,0.04
4ec55b87,265,Conor,Chaplin,Conor Chaplin,Chaplin,26.0,10,Ipswich,IPS,3,MID,1.0,5.4,0.2,44.0,42.0,3340.0,37.1,0.16,0.08,1.01,3.0,0.8,0.0,0.0,0.16,0.08
,588,Guido,Rodríguez,,G.Rodríguez,,19,West Ham,WHU,3,MID,,5.0,0.1,,,,,,,,,,,,,
515ebe8d,332,Nathaniel,Phillips,Nathaniel Phillips,N.Phillips,26.0,12,Liverpool,LIV,2,DEF,3.0,4.0,0.2,37.0,35.0,3126.0,34.7,0.02,0.01,0.99,,,,,,
7d2d3329,287,Hamza,Choudhury,Hamza Choudhury,Choudhury,25.0,11,Leicester,LEI,3,MID,3.0,4.5,0.3,76.0,55.0,4790.0,53.3,0.01,0.01,0.98,,,,,,
35e413f1,24,Benjamin,White,Ben White,White,25.0,1,Arsenal,ARS,2,DEF,3.0,6.5,9.1,107.0,103.0,8923.0,99.1,0.03,0.09,1.04,3.0,3.0,0.04,0.0,0.03,0.09
3353737a,496,Sergio,Reguilón,Sergio Reguilón,Reguilón,26.0,18,Spurs,TOT,2,DEF,3.0,4.4,0.2,61.0,42.0,3755.0,41.7,0.08,0.19,0.96,,,,,,
0562b7f1,198,Odsonne,Edouard,Odsonne Édouard,Edouard,25.0,11,Leicester,LEI,4,FWD,3.0,5.4,0.6,93.0,55.0,4922.0,54.7,0.3,0.07,1.01,2.0,1.3,0.31,0.04,0.3,0.07
2389cdc2,32,Matty,Cash,Matty Cash,Cash,25.0,2,Aston Villa,AVL,2,DEF,3.0,4.5,2.0,93.0,81.0,7339.0,81.5,0.11,0.08,0.98,2.0,1.1,0.0,0.1,0.11,0.08
0313a347,44,Ezri,Konsa Ngoyo,Ezri Konsa,Konsa,25.0,2,Aston Villa,AVL,2,DEF,3.0,4.5,13.2,102.0,101.0,8868.0,98.5,0.05,0.02,0.96,3.0,3.0,0.02,0.01,0.05,0.02
a3b03921,420,Joe,Willock,Joe Willock,Willock,23.0,15,Newcastle,NEW,3,MID,3.0,4.9,0.1,73.0,60.0,5015.0,55.7,0.21,0.16,0.92,1.0,0.2,0.33,0.0,0.21,0.16
d04b94db,559,Nélson,Cabral Semedo,Nélson Semedo,N.Semedo,29.0,20,Wolves,WOL,2,DEF,3.0,4.5,0.0,97.0,92.0,7847.0,87.19999999999999,0.03,0.04,0.94,1.0,0.8,0.0,0.0,0.03,0.04
fd78b105,465,Mateusz,Lis,Mateusz Lis,Lis,25.0,17,Southampton,SOU,1,GKP,1.0,4.0,0.2,9.0,8.0,751.0,8.3,0.0,0.0,1.0,,,,,,
7fcc71d8,562,Daniel,Castelo Podence,Daniel Podence,Podence,26.0,20,Wolves,WOL,3,MID,2.0,5.5,0.1,58.0,35.0,3255.0,36.2,0.18,0.16,1.03,2.0,0.5,0.07,0.0,0.18,0.16
c5bdb6e3,10,Reiss,Nelson,Reiss Nelson,Nelson,23.0,9,Fulham,FUL,3,MID,3.0,5.0,0.1,48.0,11.0,1410.0,15.7,0.19,0.27,1.01,1.0,0.0,0.0,0.0,0.19,0.27
62d7ef38,325,Caoimhin,Kelleher,Caoimhín Kelleher,Kelleher,24.0,12,Liverpool,LIV,1,GKP,3.0,4.4,0.3,13.0,13.0,1170.0,13.0,0.0,0.0,1.0,,,,,,
2b09d998,60,Tyler,Adams,Tyler Adams,Adams,24.0,3,Bournemouth,BOU,3,MID,3.0,5.0,0.0,51.0,37.0,3628.0,40.3,0.0,0.06,0.99,,,,,,
d7553721,493,Giovani,Lo Celso,Giovani Lo Celso,Lo Celso,27.0,18,Spurs,TOT,3,MID,3.0,4.9,0.1,69.0,31.0,2864.0,31.7,0.12,0.24,1.01,,,,,,
a2d873dd,446,Hwang,Ui-jo,Hwang Ui-jo,Ui-jo,30.0,16,Nott'm Forest,NFO,4,FWD,2.0,4.5,3.6,49.0,38.0,3278.0,36.5,0.19,0.03,1.04,,,,,,
5c0da4a4,83,Marcus,Tavernier,Marcus Tavernier,Tavernier,24.0,3,Bournemouth,BOU,3,MID,3.0,5.5,0.3,97.0,87.0,7764.0,86.3,0.14,0.17,0.98,3.0,2.9,0.67,0.18,0.17,0.17
3ea50f67,392,Harvey,Barnes,Harvey Barnes,Barnes,25.0,15,Newcastle,NEW,3,MID,3.0,6.4,0.6,87.0,63.0,5614.0,62.3,0.31,0.18,1.08,3.0,1.3,0.32,0.6,0.31,0.19
e9c0c1b2,383,André,Onana,André Onana,Onana,27.0,14,Man Utd,MUN,1,GKP,3.0,5.0,5.2,68.0,68.0,6120.0,68.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
3b8674e6,480,Rodrigo,Bentancur,Rodrigo Bentancur,Bentancur,26.0,18,Spurs,TOT,3,MID,3.0,5.0,0.1,77.0,59.0,5021.0,55.8,0.12,0.07,1.01,2.0,1.0,0.27,0.0,0.13,0.07
6b47c5db,300,Wilfred,Ndidi,Wilfred Ndidi,Ndidi,26.0,11,Leicester,LEI,3,MID,3.0,5.0,0.2,78.0,63.0,5424.0,60.3,0.07,0.05,0.96,3.0,3.0,0.06,0.06,0.07,0.05
d38fdf53,122,Pervis,Estupiñán,Pervis Estupiñán,Estupiñan,25.0,5,Brighton,BHA,2,DEF,3.0,5.0,0.3,82.0,63.0,5493.0,61.0,0.06,0.19,0.99,1.0,0.2,0.18,0.24,0.06,0.19
1c7012b8,16,Declan,Rice,Declan Rice,Rice,24.0,1,Arsenal,ARS,3,MID,3.0,6.4,4.0,111.0,108.0,9677.0,107.5,0.06,0.11,1.1,3.0,2.5,0.07,0.14,0.06,0.11
8449d35e,94,Vitaly,Janelt,Vitaly Janelt,Janelt,25.0,4,Brentford,BRE,3,MID,3.0,5.0,0.1,104.0,88.0,7560.0,83.9,0.07,0.11,1.02,3.0,2.4,0.03,0.03,0.07,0.11
5ed9b537,326,Ibrahima,Konaté,Ibrahima Konaté,Konaté,24.0,12,Liverpool,LIV,2,DEF,3.0,5.0,3.8,51.0,45.0,4116.0,45.7,0.05,0.01,0.96,3.0,2.5,0.09,0.0,0.05,0.01
4315f30d,176,Malang,Sarr,Malang Sarr,M.Sarr,23.0,6,Chelsea,CHE,2,DEF,2.0,4.5,0.0,21.0,14.0,1262.0,14.1,0.0,0.02,1.0,,,,,,
57827369,584,Ben,Brereton Díaz,Ben Brereton,Brereton Díaz,24.0,17,Southampton,SOU,3,MID,3.0,5.4,0.6,108.0,89.0,7898.0,87.8,0.23,0.07,1.03,3.0,2.8,0.18,0.04,0.23,0.07
f9b1b7bf,438,Omar,Richards,Omar Richards,O.Richards,23.0,16,Nott'm Forest,NFO,2,DEF,1.0,4.5,0.0,12.0,5.0,438.0,4.9,0.04,0.02,0.99,,,,,,
847b53eb,467,Ryan,Manning,Ryan Manning,Manning,27.0,17,Southampton,SOU,2,DEF,3.0,4.4,0.1,118.0,104.0,9437.0,104.9,0.03,0.09,1.01,,,,,,
c1fe2a48,449,Ryan,Yates,Ryan Yates,Yates,25.0,16,Nott'm Forest,NFO,3,MID,3.0,5.0,0.2,104.0,83.0,7503.0,83.3,0.11,0.04,0.95,3.0,1.5,0.18,0.16,0.11,0.04
a53649b7,11,Eddie,Nketiah,Eddie Nketiah,Nketiah,24.0,7,Crystal Palace,CRY,4,FWD,3.0,5.9,0.6,78.0,27.0,3006.0,33.4,0.5,0.1,0.96,,,,,,
b66315ae,2,Gabriel,Fernando de Jesus,Gabriel Jesus,G.Jesus,26.0,1,Arsenal,ARS,4,FWD,3.0,6.8,0.9,81.0,62.0,5419.0,60.2,0.47,0.22,0.91,1.0,0.1,0.0,0.0,0.47,0.22
51cf8561,25,Oleksandr,Zinchenko,Oleksandr Zinchenko,Zinchenko,26.0,1,Arsenal,ARS,2,DEF,3.0,5.0,2.5,69.0,56.0,4887.0,54.2,0.04,0.11,0.99,2.0,0.9,0.0,0.0,0.04,0.11
4fb9c88f,324,Curtis,Jones,Curtis Jones,Jones,22.0,12,Liverpool,LIV,3,MID,3.0,5.4,0.1,56.0,36.0,3053.0,34.0,0.15,0.07,1.01,,,,,,
d0b6129f,622,Sander,Berge,Sander Berge,Berge,25.0,9,Fulham,FUL,3,MID,3.0,5.0,0.0,105.0,90.0,8190.0,91.0,0.07,0.07,1.01,1.0,0.2,0.0,0.35,0.07,0.07
10d221cd,294,Daniel,Iversen,Daniel Iversen,Iversen,26.0,11,Leicester,LEI,1,GKP,3.0,4.0,0.7,76.0,75.0,6828.0,75.9,0.0,0.0,1.0,,,,,,
0f134faf,95,Mathias,Jensen,Mathias Jensen,Jensen,27.0,4,Brentford,BRE,3,MID,3.0,5.5,0.2,100.0,83.0,6608.0,73.4,0.06,0.16,1.04,3.0,2.6,0.04,0.28,0.06,0.17
