code,first_name,second_name,web_name,24-25
222683,Justin,Kluivert,Kluivert,71
223911,Chris,Mepham,Mepham,72
69752,Norberto,Murara Neto,Neto,73
533463,Dango,Ouattara,O.Dango,74
495145,Alex,Paulsen,Paulsen,75
168991,Philip,Billing,Philip,76
503139,Alex,Scott,Scott,77
437730,Antoine,Semenyo,Semenyo,78
221466,Marcos,Senesi,Senesi,79
224995,Luis,Sinisterra,Sinisterra,80
54469,Adam,Smith,Smith,81
154566,Dominic,Solanke-Mitchell,Solanke,82
201658,Marcus,Tavernier,Tavernier,83
229600,Mark,Travers,Travers,84
477580,Illia,Zabarnyi,Zabarnyi,85
191866,Kristoffer,Ajer,Ajer,86
494041,Ethan,Brierley,Brierley,87
432830,Nathan,Collins,Collins,88
440089,Mikkel,Damsgaard,Damsgaard,89
183656,Josh,Dasilva,Dasilva,90
118342,Mark,Flekken,Flekken,91
194010,Rico,Henry,Henry,92
472713,Aaron,Hickey,Hickey,93
204580,Vitaly,Janelt,Janelt,94
207283,Mathias,Jensen,Jensen,95
570241,Kim,Ji-soo,Ji-soo,96
628204,Yunus Emre,Konak,Konak,97
249231,Keane,Lewis-Potter,Lewis-Potter,98
446008,Bryan,Mbeumo,Mbeumo,99
51927,Ben,Mee,Mee,100
128295,Christian,Nørgaard,Nørgaard,101
428580,Frank,Onyeka,Onyeka,102
450539,Myles,Peart-Harris,Peart-Harris,103
231065,Ethan,Pinnock,Pinnock,104
226956,Mads,Roerslev Rasmussen,Roerslev,105
513418,Kevin,Schade,Schade,106
502500,Igor Thiago,Nascimento Rodrigues,Thiago,107
144485,Ivan,Toney,Toney,108
507433,Hákon,Valdimarsson,Valdimarsson,109
216646,Yoane,Wissa,Wissa,110
508395,Yehor,Yarmoliuk,Yarmoliuk,111
48760,Mathias,Jorgensen,Zanka,112
535818,Simon,Adingra,Adingra,113
475480,Benicio,Baker-Boaitey,Baker-Boaitey,114
535301,Carlos,Baleba,Baleba,115
543158,Valentín,Barco,Barco,116
536916,Facundo,Buonanotte,Buonanotte,117
519324,Amario,Cozier-Duberry,Cozier-Duberry,118
168090,Mahmoud,Dahoud,Dahoud,119
83299,Lewis,Dunk,Dunk,120
474120,Julio,Enciso,Enciso,121
204214,Pervis,Estupiñán,Estupiñan,122
487117,Evan,Ferguson,Ferguson,123
243568,Billy,Gilmour,Gilmour,124
60307,Pascal,Groß,Gross,125
532529,Jack,Hinshelwood,Hinshelwood,126
612855,Ibrahim,Osman,I.Osman,127
223434,Igor Julio,dos Santos de Paulo,Igor,128
475168,João Pedro,Junqueira de Jesus,João Pedro,129
484658,Kacper,Kozłowski,Kozlowski,130
232792,Tariq,Lamptey,Lamptey,131
109345,Solly,March,March,132
550141,Adrian,Mazilu,Mazilu,133
15157,James,Milner,Milner,134
592031,Yankuba,Minteh,Minteh,135
451340,Mitoma,Kaoru,Mitoma,136
243505,Jakub,Moder,Moder,137
574402,Mark,O’Mahony,O’Mahony,138
445548,Odeluga,Offiah,Offiah,139
491598,Cameron,Peupion,Peupion,140
441192,Jeremy,Sarmiento Morante,Sarmiento,141
49262,Jason,Steele,Steele,142
450434,Deniz,Undav,Undav,143
469142,Jan Paul,van Hecke,Van Hecke,144
111478,Joël,Veltman,Veltman,145
489639,Bart,Verbruggen,Verbruggen,146
110735,Adam,Webster,Webster,147
50175,Danny,Welbeck,Welbeck,148
467779,Mats,Wieffer,Wieffer,149
532605,Andrey,Nascimento dos Santos,Andrey Santos,150
518620,Ângelo Gabriel,Borges Damaceno,Ângelo,151
109745,Kepa,Arrizabalaga,Arrizabalaga,152
242880,Benoît,Badiashile,B.Badiashile,153
482158,Lucas,Bergström,Bergström,154
122074,Marcus,Bettinelli,Bettinelli,155
440323,Armando,Broja,Broja,156
486672,Moisés,Caicedo Corozo,Caicedo,157
505187,Cesare,Casadei,Casadei,158
180736,Trevoh,Chalobah,Chalobah,159
172850,Ben,Chilwell,Chilwell,160
478912,Carney,Chukwuemeka,Chukwuemeka,161
460028,Levi,Colwill,Colwill,162
179268,Marc,Cucurella Saseta,Cucurella,163
520295,David Datro,Fofana,D.D.Fofana,164
617054,Deivid Washington,de Souza Eugênio,Deivid,165
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,166
220362,Axel,Disasi,Disasi,167
448047,Enzo,Fernández,Enzo,168
232787,Conor,Gallagher,Gallagher,169
514280,Alfie,Gilchrist,Gilchrist,170
482609,Malo,Gusto,Gusto,171
225796,Reece,James,James,172
549068,Omari,Kellyman,Kellyman,173
514356,Roméo,Lavia,Lavia,174
66749,Romelu,Lukaku Bolingoli,Lukaku,175
204727,Malang,Sarr,M.Sarr,176
248857,Noni,Madueke,Madueke,177
499309,Marc,Guiu Paz,Marc Guiu,178
465920,Mykhailo,Mudryk,Mudryk,179
517052,Nicolas,Jackson,N.Jackson,180
213198,Christopher,Nkunku,Nkunku,181
244851,Cole,Palmer,Palmer,182
457569,Đorđe,Petrović,Petrović,183
551230,Renato,Palma Veiga,Renato Veiga,184
215059,Robert,Sánchez,Sánchez,185
103955,Raheem,Sterling,Sterling,186
109646,Tosin,Adarabioyo,Tosin,187
503714,Lesley,Ugochukwu,Ugochukwu,188
444463,Wesley,Fofana,W.Fofana,189
466117,Naouirou,Ahamada,Ahamada,190
174874,Joachim,Andersen,Andersen,191
80146,Jordan,Ayew,J.Ayew,192
438464,Cheick,Doucouré,C.Doucouré,193
427623,Chris,Richards,C.Richards,194
515621,Chadi,Riad Dnanou,Chadi Riad,195
57328,Nathaniel,Clyne,Clyne,196
450535,Malcolm,Ebiowei,Ebiowei,197
199670,Odsonne,Edouard,Edouard,198
232413,Eberechi,Eze,Eze,199
209036,Marc,Guéhi,Guéhi,200
172649,Dean,Henderson,Henderson,201
156074,Rob,Holding,Holding,202
108413,Will,Hughes,Hughes,203
101982,Sam,Johnstone,Johnstone,204
209400,Daichi,Kamada,Kamada,205
152551,Jefferson,Lerma Solís,Lerma,206
231747,Jean-Philippe,Mateta,Mateta,207
536694,Matheus,França de Oliveira,M.França,208
169593,Remi,Matthews,Matthews,209
244723,Tyrick,Mitchell,Mitchell,210
247348,Daniel,Muñoz,Muñoz,211
531989,David,Ozoh,Ozoh,212
450542,Jesurun,Rak-Sakyi,Rak-Sakyi,213
86417,Jeffrey,Schlupp,Schlupp,214
55494,Joel,Ward,Ward,215
496221,Adam,Wharton,Wharton,216
121599,Abdoulaye,Doucouré,A.Doucoure,217
486385,Norberto Bercique,Gomes Betuncal,Beto,218
480455,Jarrad,Branthwaite,Branthwaite,219
177815,Dominic,Calvert-Lewin,Calvert-Lewin,220
59949,Séamus,Coleman,Coleman,221
80801,Idrissa,Gueye,Gana,222
232928,James,Garner,Garner,223
221399,Jack,Harrison,Harrison,224
194164,Mason,Holgate,Holgate,225
490094,Tim,Iroegbunam,Iroegbunam,226
222627,João,Neves Virgínia,J.Virginia,227
106611,Michael,Keane,Keane,228
115382,Neal,Maupay,Maupay,229
433154,Dwight,McNeil,McNeil,230
224967,Vitalii,Mykolenko,Mykolenko,231
440993,Iliman,Ndiaye,Ndiaye,232
449871,Amadou,Onana,Onana,233
243571,Nathan,Patterson,Patterson,234
111234,Jordan,Pickford,Pickford,235
17761,James,Tarkowski,Tarkowski,236
491012,Youssef,Ramalho Chermiti,Y. Chermiti,237
18892,Ashley,Young,Young,238
159533,Adama,Traoré,Adama,239
156689,Andreas,Hoelgebaum Pereira,Andreas,240
232892,Calvin,Bassey,Bassey,241
428971,Steven,Benda,Benda,242
76357,Tom,Cairney,Cairney,243
166477,Timothy,Castagne,Castagne,244
219924,Issa,Diop,Diop,245
515024,Luke,Harris,Harris,246
153133,Alex,Iwobi,Iwobi,247
80201,Bernd,Leno,Leno,248
212314,Saša,Lukić,Lukić,249
120721,Kevin,Mbabu,Mbabu,250
244042,Rodrigo,Muniz Carvalho,Muniz,251
102057,Raúl,Jiménez,Raúl,252
82514,Tim,Ream,Ream,253
153366,Harrison,Reed,Reed,254
169528,Antonee,Robinson,Robinson,255
490146,Jay,Stansfield,Stansfield,256
167074,Kenny,Tete,Tete,257
245824,Carlos Vinícius,Alves Morais,Vinicius,258
153682,Harry,Wilson,Wilson,259
462387,Ali,Al-Hamadi,Al-Hamadi,260
517178,Elkan,Baggott,Baggott,261
173818,Nathan,Broadhead,Broadhead,262
122411,Cameron,Burgess,Burgess,263
149929,Wes,Burns,Burns,264
196411,Conor,Chaplin,Chaplin,265
232228,Harry,Clarke,Clarke,266
455084,Leif,Davis,Davis,267
463034,Liam,Delap,Delap,268
214964,George,Edmundson,Edmundson,269
449429,Jacob,Greaves,Greaves,270
167191,Marcus,Myers-Harness,Harness,271
222625,George,Hirst,Hirst,272
524180,Cameron,Humphreys,Humphreys,273
503301,Omari,Giraud-Hutchinson,Hutchinson,274
222018,Ben,Johnson,Johnson,275
94926,Freddie,Ladapo,Ladapo,276
106606,Massimo,Luongo,Luongo,277
74944,Sam,Morsy,Morsy,278
246265,Corrie,Ndaba,Ndaba,279
434044,Cieran,Slicker,Slicker,280
231899,Jack,Taylor,Taylor,281
180804,Axel,Tuanzebe,Tuanzebe,282
108813,Christian,Walton,Walton,283
220583,Luke,Woolfenden,Woolfenden,284
225902,Boubakary,Soumaré,B.Soumaré,285
461416,Tom,Cannon,Cannon,286
197469,Hamza,Choudhury,Choudhury,287
94147,Conor,Coady,Coady,288
245419,Patson,Daka,Daka,289
96994,Bobby,De Cordova-Reid,De Cordova-Reid,290
218218,Wout,Faes,Faes,291
549640,Michael,Golding,Golding,292
467189,Mads,Hermansen,Hermansen,293
207270,Daniel,Iversen,Iversen,294
220627,James,Justin,Justin,295
481510,Victor,Kristiansen,Kristiansen,296
461584,Wanya,Marçal-Madivádua,Marcal,297
154048,Stephy,Mavididi,Mavididi,298
461587,Kasey,McAteer,McAteer,299
203341,Wilfred,Ndidi,Ndidi,300
473341,Caleb,Okoli,Okoli,301
111931,Ricardo,Barbosa Pereira,Ricardo,302
194190,Harry,Souttar,Souttar,303
436680,Jakub,Stolarczyk,Stolarczyk,304
244619,Luke,Thomas,Thomas,305
101668,Jamie,Vardy,Vardy,306
93100,Jannik,Vestergaard,Vestergaard,307
95463,Danny,Ward,Ward,308
157668,Harry,Winks,Winks,309
116535,Alisson,Ramses Becker,A.Becker,310
169187,Trent,Alexander-Arnold,Alexander-Arnold,311
535928,Stefan,Bajčetić Maquieira,Bajcetic,312
492777,Conor,Bradley,Bradley,313
244858,Fábio,Freitas Gouveia Carvalho,Carvalho,314
491970,Bobby,Clark,Clark,315
447203,Darwin,Núñez Ribeiro,Darwin,316
194634,Diogo,Teixeira da Silva,Diogo J.,317
496208,Ben,Doak,Doak,318
444884,Harvey,Elliott,Elliott,319
158983,Endo,Wataru,Endo,320
243298,Cody,Gakpo,Gakpo,321
171287,Joe,Gomez,Gomez,322
441266,Ryan,Gravenberch,Gravenberch,323
206915,Curtis,Jones,Jones,324
200720,Caoimhin,Kelleher,Kelleher,325
204716,Ibrahima,Konaté,Konaté,326
244731,Luis,Díaz,Luis Díaz,327
118748,Mohamed,Salah,M.Salah,328
243016,Alexis,Mac Allister,Mac Allister,329
491501,James,McConnell,McConnell,330
440148,Tyler,Morton,Morton,331
197464,Nathaniel,Phillips,N.Phillips,332
441428,Jarell,Quansah,Quansah,333
219937,Rhys,Williams,R.Williams,334
122798,Andrew,Robertson,Robertson,335
424876,Dominik,Szoboszlai,Szoboszlai,336
214285,Konstantinos,Tsimikas,Tsimikas,337
444765,Sepp,van den Berg,Van den Berg,338
97032,Virgil,van Dijk,Virgil,339
211975,Manuel,Akanji,Akanji,340
126184,Nathan,Aké,Aké,341
165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,342
477555,Oscar,Bobb,Bobb,343
17601,Scott,Carson,Carson,344
61366,Kevin,De Bruyne,De Bruyne,345
248875,Jérémy,Doku,Doku,346
121160,Ederson,Santana de Moraes,Ederson M.,347
209244,Phil,Foden,Foden,348
114283,Jack,Grealish,Grealish,349
477424,Joško,Gvardiol,Gvardiol,350
223094,Erling,Haaland,Haaland,351
461358,Julián,Álvarez,J.Alvarez,352
121145,João,Cavaco Cancelo,João Cancelo,353
91651,Mateo,Kovačić,Kovačić,354
477064,Rico,Lewis,Lewis,355
465351,Matheus Luiz,Nunes,Matheus N.,356
432714,James,McAtee,McAtee,357
88248,Stefan,Ortega Moreno,Ortega Moreno,358
155405,Kalvin,Phillips,Phillips,359
220566,Rodrigo 'Rodri',Hernandez,Rodrigo,360
171314,Rúben,Gato Alves Dias,Rúben,361
97299,John,Stones,Stones,362
58621,Kyle,Walker,Walker,363
493250,Amad,Diallo,Amad,364
467169,Antony Matheus,dos Santos,Antony,365
141746,Bruno,Borges Fernandes,B.Fernandes,366
451302,Altay,Bayindir,Bayindir,367
61256,Carlos Henrique,Casimiro,Casemiro,368
216051,Diogo,Dalot Teixeira,Dalot,369
80607,Christian,Eriksen,Eriksen,370
37642,Jonny,Evans,Evans,371
493105,Alejandro,Garnacho,Garnacho,372
465527,Hannibal,Mejbri,Hannibal,373
21205,Tom,Heaton,Heaton,374
497894,Rasmus,Højlund,Højlund,375
184667,Victor,Lindelöf,Lindelof,376
95658,Harry,Maguire,Maguire,377
516895,Kobbie,Mainoo,Mainoo,378
222690,Tyrell,Malacia,Malacia,379
221820,Lisandro,Martínez,Martinez,380
195851,Scott,McTominay,McTominay,381
184341,Mason,Mount,Mount,382
202641,André,Onana,Onana,383
488404,Facundo,Pellistri Rebollo,Pellistri,384
176297,Marcus,Rashford,Rashford,385
209243,Jadon,Sancho,Sancho,386
106760,Luke,Shaw,Shaw,387
214590,Aaron,Wan-Bissaka,Wan-Bissaka,388
458249,Joshua,Zirkzee,Zirkzee,389
545477,Alex,Murphy,A.Murphy,390
179018,Miguel,Almirón Rejala,Almirón,391
201666,Harvey,Barnes,Barnes,392
220237,Sven,Botman,Botman,393
208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,394
78916,Dan,Burn,Burn,395
67089,Martin,Dúbravka,Dúbravka,396
90105,Ryan,Fraser,Fraser,397
232826,Anthony,Gordon,Gordon,398
487838,Lewis,Hall,Hall,399
153127,Isaac,Hayden,Hayden,400
219168,Alexander,Isak,Isak,401
114243,Jacob,Murphy,J.Murphy,402
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,403
235530,Lloyd,Kelly,Kelly,404
111773,Emil,Krafth,Krafth,405
564510,Garang,Kuol,Kuol,406
101148,Jamaal,Lascelles,Lascelles,407
194799,Jamal,Lewis,Lewis,408
441191,Tino,Livramento,Livramento,409
180135,Sean,Longstaff,Longstaff,410
547719,Lewis,Miley,Miley,411
111452,Odysseas,Vlachodimos,Odysseas,412
98747,Nick,Pope,Pope,413
19236,John,Ruddy,Ruddy,414
119471,Fabian,Schär,Schär,415
169359,Matt,Targett,Targett,416
432422,Sandro,Tonali,Tonali,417
77794,Kieran,Trippier,Trippier,418
461484,Joe,White,White,419
200089,Joe,Willock,Willock,420
75115,Callum,Wilson,Wilson,421
159506,Ola,Aina,Aina,422
215379,Elliot,Anderson,Anderson,423
210156,Taiwo,Awoniyi,Awoniyi,424
90585,Willy,Boly,Boly,425
245830,Josh,Bowler,Bowler,426
475123,Carlos Miguel,dos Santos Pereira,C.Miguel,427
569014,Eric,da Silva Moreira,Da Silva Moreira,428
513046,Danilo,dos Santos de Oliveira,Danilo,429
230251,Emmanuel,Dennis,Dennis,430
250199,Nicolás,Domínguez,Dominguez,431
449434,Anthony,Elanga,Elanga,432
222531,Morgan,Gibbs-White,Gibbs-White,433
209046,Callum,Hudson-Odoi,Hudson-Odoi,434
244930,Alex,Mighten,Mighten,435
575476,Murillo,Santiago Costa dos Santos,Murillo,436
215136,Neco,Williams,N.Williams,437
204822,Omar,Richards,O.Richards,438
243345,Lewis,O'Brien,O'Brien,439
466404,Andrew,Omobamidele,Omobamidele,440
209035,Jonathan,Panzo,Panzo,441
210462,Ibrahim,Sangaré,Sangaré,442
85633,Matz,Sels,Sels,443
114241,Harry,Toffolo,Toffolo,444
224068,Matt,Turner,Turner,445
201440,Hwang,Ui-jo,Ui-jo,446
60689,Chris,Wood,Wood,447
208912,Joe,Worrall,Worrall,448
204968,Ryan,Yates,Yates,449
502697,Carlos,Alcaraz Durán,Alcaraz,450
499724,Samuel,Amo-Ameyaw,Amo-Ameyaw,451
193204,Joe,Aribo,Aribo,452
155511,Adam,Armstrong,Armstrong,453
456350,Gavin,Bazunu,Bazunu,454
171771,Jan,Bednarek,Bednarek,455
477386,Armel,Bella-Kotchap,Bella-Kotchap,456
184386,James,Bree,Bree,457
463210,Shea,Charles,Charles,458
490503,Samuel,Edozie,Edozie,459
500926,Ronnie,Edwards,Edwards,460
245719,Taylor,Harwood-Bellis,Harwood-Bellis,461
504783,Kamaldeen,Sulemana,Kamaldeen,462
39155,Adam,Lallana,Lallana,463
515571,Juan,Larios López,Larios,464
200428,Mateusz,Lis,Lis,465
167888,Joe,Lumley,Lumley,466
204863,Ryan,Manning,Manning,467
476888,Sékou,Mara,Mara,468
58376,Alex,McCarthy,McCarthy,469
147611,Paul,Onuachu,Onuachu,470
214466,Will,Smallbone,Smallbone,471
88900,Jack,Stephens,Stephens,472
230348,Ross,Stewart,Stewart,473
219279,Sugawara,Yukinari,Sugawara,474
103914,Charlie,Taylor,Taylor,475
158534,Kyle,Walker-Peters,Walker-Peters,476
244845,Nathan,Wood-Gordon,Wood,477
548308,Ashley,Phillips,A.Phillips,478
214572,Brandon,Austin,Austin,479
202993,Rodrigo,Bentancur,Bentancur,480
570526,Lucas,Bergvall,Bergvall,481
227127,Yves,Bissouma,Bissouma,482
436234,Bryan,Gil Salvatierra,Bryan,483
115556,Ben,Davies,Davies,484
496179,Alfie,Devine,Devine,485
493125,Radu,Drăgușin,Dragusin,486
241157,Emerson,Leite de Souza Junior,E.Royal,487
40383,Fraser,Forster,Forster,488
547701,Archie,Gray,Gray,489
132015,Pierre-Emile,Højbjerg,Højbjerg,490
242898,Brennan,Johnson,Johnson,491
445044,Dejan,Kulusevski,Kulusevski,492
200826,Giovani,Lo Celso,Lo Celso,493
172780,James,Maddison,Maddison,494
441164,Pedro,Porro,Pedro Porro,495
199249,Sergio,Reguilón,Reguilón,496
212319,Richarlison,de Andrade,Richarlison,497
221632,Cristian,Romero,Romero,498
482442,Pape Matar,Sarr,Sarr,499
490145,Dane,Scarlett,Scarlett,500
209042,Oliver,Skipp,Skipp,501
235674,Manor,Solomon,Solomon,502
85971,Son,Heung-min,Son,503
232859,Djed,Spence,Spence,504
487053,Destiny,Udogie,Udogie,505
491279,Micky,van de Ven,Van de Ven,506
536908,Alejo,Véliz,Veliz,507
184254,Guglielmo,Vicario,Vicario,508
165153,Timo,Werner,Werner,509
175941,Alfie,Whiteman,Whiteman,510
213999,Edson,Álvarez Velázquez,Álvarez,511
57531,Michail,Antonio,Antonio,512
84182,Alphonse,Areola,Areola,513
178186,Jarrod,Bowen,Bowen,514
149519,Maxwel,Cornet,Cornet,515
164555,Vladimír,Coufal,Coufal,516
55459,Aaron,Cresswell,Cresswell,517
220585,Flynn,Downes,Downes,518
490885,George,Earthy,Earthy,519
109533,Emerson,Palmieri dos Santos,Emerson,520
37096,Łukasz,Fabiański,Fabianski,521
82143,Wes,Foderingham,Foderingham,522
84939,Danny,Ings,Ings,523
214048,Max,Kilman,Kilman,524
460842,Mohammed,Kudus,Kudus,525
577114,Luis Guilherme,Lira dos Santos,L.Guilherme,526
224024,Lucas,Tolentino Coelho de Lima,L.Paquetá,527
233963,Konstantinos,Mavropanos,Mavropanos,528
210494,Nayef,Aguerd,N.Aguerd,529
215439,Tomáš,Souček,Souček,530
101178,James,Ward-Prowse,Ward-Prowse,531
103192,Kurt,Zouma,Zouma,532
448514,Rayan,Aït-Nouri,Aït-Nouri,533
476502,Boubacar,Traoré,B.Traore,534
231057,Jean-Ricner,Bellegarde,Bellegarde,535
79602,Daniel,Bentley,Bentley,536
510363,Francisco Jorge,Tomás Oliveira,Chiquinho,537
497606,Tawanda,Chirewa,Chirewa,538
589507,Leon,Chiwome,Chiwome,539
245923,Luke,Cundle,Cundle,540
430871,Matheus,Santos Carneiro Da Cunha,Cunha,541
60232,Craig,Dawson,Dawson,542
87835,Matt,Doherty,Doherty,543
220394,Tommy,Doyle,Doyle,544
449988,Fábio,Silva,Fábio Silva,545
531363,Nathan,Fraser,Fraser,546
593001,Enso,González,Gonzalez,547
181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,548
490721,Hugo,Bueno López,H.Bueno,549
184754,Hwang,Hee-chan,Hee Chan,550
240299,Joe,Hodge,Hodge,551
441271,Ki-Jana,Hoever,Hoever,552
448089,João Victor,Gomes da Silva,J.Gomes,553
149065,José,Malheiro de Sá,José Sá,554
429414,Saša,Kalajdžić,Kalajdžić,555
138001,Tom,King,King,556
151086,Mario,Lemina,Mario Jr.,557
501837,Yerson,Mosquera,Mosquera,558
200402,Nélson,Cabral Semedo,N.Semedo,559
247632,Pedro,Lomba Neto,Neto,560
641221,Pedro,Cardoso de Lima,Pedro Lima,561
200600,Daniel,Castelo Podence,Podence,562
483081,Rodrigo,Martins Gomes,R.Gomes,563
231480,Santiago,Bueno,S.Bueno,564
88484,Pablo,Sarabia,Sarabia,565
247412,Jørgen,Strand Larsen,Strand Larsen,566
510362,Toti António,Gomes,Toti,567
232917,Arijanet,Muric,Muric,568
481624,Jaden,Philogene,Jaden,569
531442,Abdul,Fatawu,A.Fatawu,570
510281,Sávio 'Savinho',Moreira de Oliveira,Sávio,571
550864,Leny,Yoro,Yoro,572
227444,Nikola,Milenković,Milenković,573
