Fbref,Player,Age,Seasons_count,MP,Starts,Min,90s,npxG,xAG,finishing
36c2ca73,Alex McCarthy,33,3,28,28,2520,28.0,0.0,0.0,1.0
36cf2caf,Matej Maglica,24,2,27,21,1704,19.0,0.02,0.02,1.01
36d320ec,Maikel van der Werff,32,1,11,6,495,5.5,0.06,0.0,0.99
36d9dabe,Thomas Ouwejan,25,1,17,10,903,10.0,0.01,0.09,1.0
36e88fbc,Luis Binks,21,2,33,22,1974,22.0,0.0,0.02,1.0
36f65bdf,Rassoul Ndiaye,21,1,19,6,526,5.8,0.02,0.04,1.0
3701906c,Pablo Ibáñez,24,2,58,24,2216,24.6,0.12,0.06,0.96
3708655f,Brandon Fleming,22,2,20,16,1460,16.3,0.01,0.06,0.99
3708e9fa,Aleksandr Golovin,27,3,86,71,6113,68.0,0.12,0.15,1.08
37118440,Tom Lockyer,28,3,82,80,7037,78.19999999999999,0.05,0.02,0.97
37143438,Edan Diop,18,2,17,1,386,4.3,0.18,0.12,1.0
371c77c6,Daleho Irandust,24,2,36,19,1718,19.1,0.07,0.08,0.97
3724baa1,Fredrik André Bjørkan,23,2,10,3,421,4.7,0.01,0.04,1.0
3725b44f,Luc Zogbé,18,1,1,0,11,0.1,0.0,0.0,1.0
3727dd3c,Jonjo Shelvey,30,2,35,28,2560,28.4,0.04,0.05,1.02
3730fcbc,Joe Ralls,29,3,105,88,7060,78.4,0.02,0.07,0.97
37337aea,Santiago Giménez,22,2,62,50,4296,47.7,0.36,0.08,1.02
3741ca58,Arda Güler,18,1,10,4,377,4.2,0.26,0.02,1.08
3745e8bd,Sebastian Polter,32,3,61,36,3417,38.0,0.21,0.08,1.01
374d5158,Gonzalo Montiel,26,3,60,40,3391,37.6,0.02,0.12,1.0
374ee424,Álex Remiro,28,3,110,110,9845,109.4,0.0,0.0,1.0
374fbf7d,Riad Nouri,37,1,33,16,1693,18.8,0.06,0.09,0.99
375622c5,Jordan Ferri,31,3,98,88,7680,85.3,0.02,0.07,1.01
375b59b4,Ogechika Heil,20,1,28,4,708,7.9,0.06,0.06,1.0
375ed9d7,Milutin Osmajić,24,3,78,47,4045,45.099999999999994,0.23,0.04,1.04
37673edd,Joca,27,2,34,27,2123,23.6,0.12,0.08,1.02
37736209,João Escoval,26,1,19,16,1371,15.2,0.03,0.03,0.99
377c465b,Tom Eaves,31,3,84,25,2898,32.2,0.17,0.03,1.0
378825c7,Ramy Bensebaini,28,3,68,61,5534,61.5,0.1,0.04,0.98
379652be,Óscar Melendo,25,2,47,29,2112,23.5,0.03,0.06,0.98
37998008,Lennart Grill,23,2,6,6,540,6.0,0.0,0.0,1.0
379dc075,Shon Weissman,27,2,31,11,1323,14.700000000000001,0.16,0.01,0.98
37b15b11,Hevertton Santos,22,1,29,23,1972,21.9,0.04,0.14,0.98
37d0048f,André Castro,35,3,62,23,2357,26.200000000000003,0.09,0.03,0.99
37d01ca3,Kyosuke Tagawa,23,2,39,18,1674,18.6,0.21,0.08,1.03
37d04e90,Ilan Kebbal,23,1,31,21,1772,19.7,0.05,0.1,0.99
37d39918,Dylan Batubinsika,26,2,22,18,1683,18.7,0.11,0.0,0.98
37db6cae,Unai Gómez,20,1,25,9,875,9.7,0.11,0.05,1.01
37dc1a48,Jesper Lindstrøm,23,3,79,51,4168,46.4,0.22,0.14,0.96
37df21dd,Miro,20,1,5,1,160,1.8,0.08,0.0,1.0
37e103f8,Hugo Duro,23,3,98,69,6207,69.0,0.23,0.03,1.03
37f1cf47,Ander Capa,30,2,8,1,113,1.2,0.0,0.03,1.0
37f606f0,Dennis Geiger,25,3,50,44,3393,37.7,0.02,0.1,1.03
37f827ec,Enzo Roco,29,2,52,48,4204,46.8,0.03,0.0,0.98
380a15e2,Dimitry Bertaud,25,2,15,13,1193,13.3,0.0,0.0,1.0
38126309,Aleix Febas,25,1,4,1,117,1.3,0.0,0.09,1.0
3814120d,Bingourou Kamara,25,1,5,4,408,4.5,0.0,0.0,1.0
3814b753,Gerson Rodrigues,26,1,12,9,848,9.4,0.24,0.03,0.97
381d7d54,Bakary Sako,33,1,7,1,156,1.7,0.14,0.02,0.99
381dbcfc,David Torres,19,1,7,2,385,4.3,0.1,0.0,0.99
3828f130,Javier Guerra,20,2,46,34,3103,34.5,0.08,0.04,1.02
3829be9f,Niklas Vesterlund,24,1,9,3,274,3.0,0.0,0.08,1.0
38466ef3,Ygor Nogueira,28,2,33,32,2673,29.7,0.06,0.02,0.98
384d58d9,Denis Zakaria,26,3,59,51,4663,51.8,0.05,0.03,1.05
38699c72,Anthony Lozano,30,3,78,45,3979,44.2,0.19,0.05,1.0
387d06b2,Fred Onyedinma,26,3,70,39,3833,42.6,0.06,0.06,0.99
387e1d35,Luke Mbete-Tatu,18,1,6,3,206,2.3,0.0,0.0,1.0
38aefb74,Tyrese Campbell,23,3,90,54,4900,54.5,0.17,0.07,0.98
38b0cf42,Javier Llabrés,20,3,22,2,396,4.4,0.16,0.08,1.0
38c7feef,Alex Oxlade-Chamberlain,28,2,26,13,1120,12.399999999999999,0.23,0.15,1.01
38cc300d,Freek Heerkens,31,1,19,18,1600,17.8,0.05,0.01,0.97
38ce1150,Jorge de Frutos,26,2,61,34,3309,36.8,0.13,0.08,0.98
38ceb24a,Leandro Trossard,28,3,104,76,6700,74.4,0.31,0.19,1.09
38d9ce53,Janis Antiste,19,2,20,9,848,9.4,0.13,0.01,1.01
38df681f,Connor Mahoney,25,2,17,1,389,4.3,0.01,0.1,1.0
38f300f3,Daniel Ballard,23,3,93,91,8085,89.8,0.05,0.01,0.94
38f8ce7f,Raz Meir,26,1,4,0,56,0.6,0.05,0.0,1.0
3902e91b,Gonzalo Melero,29,3,84,54,4650,51.7,0.1,0.06,1.03
39072483,Callum O'Hare,25,3,87,69,6198,68.9,0.11,0.1,0.92
390a580b,Dan McNamara,24,3,112,94,8618,95.69999999999999,0.01,0.02,0.98
3916b09c,Quentin Bernard,33,1,7,7,630,7.0,0.0,0.06,1.0
3925dbd6,Aleksandar Mitrović,28,3,69,67,5867,65.2,0.37,0.09,1.09
3925ee80,Tijs Velthuis,21,1,25,19,1762,19.6,0.02,0.0,0.98
39352da2,Arnau Puigmal,22,2,33,10,1018,11.3,0.06,0.06,1.0
3935e52e,Sead Kolašinac,30,3,79,58,4923,54.7,0.07,0.03,0.99
393f7c58,Matouš Trmal,23,2,15,15,1350,15.0,0.0,0.0,1.0
3942a90b,Sai van Wermeskerken,29,3,34,21,2126,23.6,0.02,0.03,1.0
3943a06f,Lukas Jutkiewicz,34,3,107,38,4133,45.9,0.13,0.05,0.96
3945ac70,Alessandro Russo,21,1,1,1,90,1.0,0.0,0.0,1.0
394854c4,George Baldock,30,3,74,68,5882,65.4,0.01,0.06,1.01
394be156,Ousmane Diomande,19,2,39,36,3000,33.3,0.08,0.01,1.01
39583cfd,Gerard Deulofeu,28,2,50,46,3827,42.6,0.22,0.22,1.04
395bbb60,Stefan Schimmer,29,1,16,0,153,1.7,0.26,0.38,0.99
3963c25b,Yann Aurel Bisseck,22,1,16,9,904,10.0,0.07,0.04,1.02
3975195f,Thierno Balde,20,1,31,25,2153,23.9,0.01,0.04,0.99
39769cff,Rasmus Kristensen,26,2,55,40,3704,41.2,0.03,0.04,1.05
397ba086,Grejohn Kyei,27,3,77,40,3654,40.6,0.24,0.07,0.91
3984a078,Wellington Nem,29,1,1,0,1,0.0,,,1.0
3986000d,Marc Bola,24,2,48,28,2782,30.900000000000002,0.03,0.05,0.99
398690a7,Ben Jackson,22,2,44,26,2563,28.5,0.01,0.03,1.02
398a2f3d,Lee Gregory,34,1,13,10,711,7.9,0.06,0.01,1.0
39944392,Sammie Szmodics,27,3,114,97,8453,93.9,0.2,0.06,1.06
399e9474,Amari'i Bell,29,3,106,104,9165,101.8,0.02,0.03,0.98
39aa05a7,Ebenezer Annan,18,1,1,0,25,0.3,0.0,0.0,1.0
39ad0b72,Callum Connolly,24,2,72,64,5670,63.0,0.04,0.02,0.96
39b326ed,Gabriel Suazo,25,2,49,41,3616,40.2,0.02,0.08,0.99
39d8474f,Jonathan Buatu Mananga,29,1,5,5,450,5.0,0.08,0.03,1.01
39e1138f,Quilindschy Hartman,21,2,49,47,3734,41.5,0.02,0.1,1.0
3a089320,Magnus Mattsson,24,3,71,63,5251,58.3,0.15,0.07,1.0
3a0fbf82,Saïd Bakari,28,3,90,61,5970,66.4,0.02,0.05,0.95
3a18abe2,Juan Herzog,20,1,4,3,292,3.2,0.16,0.0,1.02
3a233281,Leon Bailey,25,3,86,55,4796,53.4,0.25,0.31,1.03
3a24769f,Ross Barkley,29,3,65,40,3757,41.8,0.18,0.14,1.01
3a27f1bf,Callum Marshall,18,1,3,0,56,0.6,0.04,0.0,1.0
3a58af58,Mohamed Oukhattou,18,1,2,0,32,0.4,0.0,0.34,1.0
3a58d075,Koba Koindredi,21,2,25,7,779,8.7,0.03,0.05,0.99
3a639671,Robin Polley,22,1,1,0,8,0.1,0.0,0.0,1.0
3a7d547a,Mirko Topić,22,1,32,26,2345,26.1,0.04,0.03,0.98
3a949a25,Martin Dúbravka,34,3,51,49,4482,49.8,0.0,0.0,1.0
3a9c4b7b,Nacho Vidal,28,3,70,53,4661,51.800000000000004,0.06,0.04,0.96
3aa4a3be,Loren Morón,28,2,24,4,582,6.5,0.08,0.08,1.01
3aa74860,Hugo Sotelo,19,3,19,8,740,8.2,0.03,0.14,0.99
3ac4ee49,Matheus Aiás,26,1,18,5,477,5.3,0.36,0.04,1.0
3aca6420,Tajon Buchanan,24,1,10,0,161,1.8,0.08,0.14,1.01
3ace4e2d,Paulo Vitor,23,1,25,11,1109,12.3,0.05,0.12,1.01
3ad34015,Ebenezer Akinsanmiro,18,1,1,0,15,0.2,0.0,0.17,1.0
3ae14ed1,Trézéguet,26,1,1,0,11,0.1,0.38,0.0,1.0
3af2c762,Ítalo,20,1,12,12,1070,11.9,0.02,0.02,0.99
3b029691,Vitinha,23,3,94,79,6823,75.8,0.1,0.11,1.03
3b12b11f,Alessandro Zanoli,22,3,56,31,2982,33.1,0.06,0.08,0.98
3b1ed320,Angelo Stiller,22,3,78,55,5175,57.4,0.04,0.1,1.02
3b216df2,Nikolai Baden Frederiksen,22,2,37,22,1829,20.3,0.16,0.04,1.04
3b333ac3,Hans Hateboer,29,3,61,43,3896,43.3,0.05,0.09,0.97
3b387cc7,Gianluca Gaetano,23,3,30,11,1002,11.100000000000001,0.16,0.14,1.05
3b3cbebb,Yacine Qasmi,30,1,1,0,4,0.0,,,1.0
3b570c74,Dener,31,1,26,23,1762,19.6,0.05,0.06,1.0
3b61c9ec,Luca Pellegrini,24,3,53,31,2630,29.2,0.03,0.06,1.0
3b676989,Adam Buksa,26,1,8,0,101,1.1,0.0,0.03,1.0
3b69e95f,Nermin Zolotić,30,2,60,55,4857,54.0,0.02,0.02,1.0
3b6ace25,Hugo Boutsingkham,20,1,2,0,11,0.1,0.0,0.0,1.0
3b8674e6,Rodrigo Bentancur,26,3,77,59,5021,55.8,0.12,0.07,1.01
3b87c918,Matheus Costa,27,2,43,33,2984,33.1,0.07,0.01,1.04
3b88609d,Cher Ndour,19,2,13,1,240,2.5999999999999996,0.12,0.04,1.01
3b8b641c,Jordan Rhodes,32,2,55,21,2195,24.4,0.19,0.04,0.95
3b9858f5,Marios Oikonomou,29,1,6,3,220,2.4,0.1,0.0,0.99
3ba95f20,Tomáš Ostrák,21,1,5,0,31,0.3,0.05,1.27,1.0
3bb5b5d2,Jordy de Wijs,26,1,12,11,887,9.9,0.05,0.02,0.98
3bb625ac,Edimilson Fernandes,27,3,60,43,4010,44.5,0.02,0.04,0.98
3bb7af3b,Riccardo Saponara,31,3,70,30,2834,31.5,0.12,0.15,1.03
3bb7b8b4,Ederson,29,3,105,105,9265,102.9,0.0,0.0,1.0
3bb7f478,Edin Džeko,36,2,69,45,4201,46.599999999999994,0.39,0.12,0.97
3bd47c13,Jevon Mills,17,1,1,0,1,0.0,,,1.0
3bd65247,Eliesse Ben Seghir,18,2,32,17,1480,16.5,0.13,0.08,1.06
3befc2b6,Andrei Girotto,30,2,72,72,6295,70.0,0.05,0.04,1.04
3c13cd5d,Jordan Shipley,23,1,11,8,609,6.8,0.15,0.06,0.98
3c151571,Marcus Müller,20,1,1,0,18,0.2,0.2,0.0,1.0
3c16d927,Alejandro Pozo Pozo,24,2,51,29,2856,31.7,0.03,0.09,0.98
3c19867d,Alexandre Guedes,28,1,16,10,791,8.8,0.2,0.08,0.97
3c200e05,Joshua Quarshie,18,1,1,0,1,0.0,,,1.0
3c285843,Lazar Rosić,28,1,28,28,2520,28.0,0.05,0.0,0.98
3c33f9d9,Przemysław Płacheta,25,3,43,22,2066,23.0,0.07,0.1,0.97
3c3bd200,Dirk Abels,25,2,59,45,4223,46.900000000000006,0.01,0.02,1.0
3c569f37,Justin Che,17,1,2,0,41,0.5,0.17,0.0,1.0
3c6089ab,Thomas Müller,33,3,90,73,5877,65.3,0.28,0.32,0.94
3c6bbbab,Fabien Centonze,27,3,55,45,4045,44.900000000000006,0.02,0.05,1.05
3ca6106c,Augusto Solari,30,2,38,7,976,10.8,0.05,0.05,0.99
3ca7254a,Pedro,36,3,101,47,4747,52.800000000000004,0.13,0.12,1.07
3cb132e6,Jacopo Segre,25,1,1,0,21,0.2,0.0,0.0,1.0
3cc4bb19,Fali Candé,25,2,52,45,4132,45.9,0.03,0.06,0.99
3cd2101a,Hélder Morim,22,2,25,5,747,8.3,0.1,0.08,1.0
3cd3b384,Tommaso Augello,28,3,105,88,7874,87.5,0.02,0.07,1.04
3cd63173,Aaron Meijers,35,3,53,36,3340,37.1,0.0,0.07,0.99
3cd7820a,Lucas Gourna-Douath,17,1,31,20,1804,20.0,0.05,0.01,0.99
3cd9e95a,Timo Horn,28,1,13,13,1170,13.0,0.0,0.0,1.0
3cdfc63e,Miha Blažič,29,1,24,22,1979,22.0,0.05,0.0,1.01
3ce20eda,David Carmo,24,3,28,26,2236,24.9,0.09,0.01,0.97
3ce6c74d,Harry Vaughan,19,2,13,6,548,6.1,0.03,0.02,0.99
3cedae52,Daniel Karlsbakk,20,2,26,1,471,5.3,0.19,0.01,0.99
3cefa66a,Leroy Fer,31,1,1,0,7,0.1,0.0,0.0,1.0
3cefcaef,Ferland Mendy,28,3,63,58,4805,53.400000000000006,0.02,0.04,1.01
3d09b8ae,Noah Mawene,18,2,8,2,168,1.9,0.04,0.0,1.0
3d13d9e4,Erik Botheim,23,2,35,13,1182,13.1,0.04,0.09,1.01
3d1f1458,Miguel Puche García,22,1,23,0,307,3.4,0.09,0.19,0.99
3d214e5f,Marco Bizot,32,3,107,107,9626,107.0,0.0,0.0,1.0
3d2e8955,Koki Ogawa,25,1,31,25,2201,24.5,0.12,0.02,1.06
3d50bcdb,Moise Kean,23,3,80,31,2748,30.599999999999998,0.32,0.06,0.97
3d554589,Hjalmar Ekdal,24,2,17,14,1204,13.4,0.02,0.02,1.01
3d688b46,Yan Brice Eteki,24,2,29,6,938,10.399999999999999,0.01,0.05,1.0
3d6cee81,Flavio Paoletti,19,1,12,1,284,3.2,0.0,0.01,1.0
3d738df0,Josué Albert,29,1,2,0,22,0.2,0.1,0.0,1.0
3d79a68c,Francisco Perez,20,2,39,27,2190,24.400000000000002,0.04,0.08,1.0
3d7e48ce,Iván Alejo,28,3,81,45,4068,45.2,0.04,0.08,0.98
3d7f0ce3,Casper Widell,20,1,30,27,2326,25.8,0.02,0.0,1.0
3d99999d,Olasagasti,22,2,17,2,425,4.7,0.15,0.06,0.98
3dbdbb6a,Mathias Honsak,26,1,23,10,1021,11.3,0.12,0.05,0.99
3dcef539,Tariqe Fosu,26,2,40,28,2718,30.2,0.05,0.06,0.96
3dd738a1,Ruben Aguilar,30,3,73,58,5234,58.2,0.03,0.08,0.98
3df50652,Jack Walton,23,1,7,6,607,6.7,0.0,0.01,1.0
3e02d0f9,Sven Mijnans,23,3,94,80,6893,76.6,0.09,0.07,1.0
3e04dfad,Sonny Finch,17,2,4,0,15,0.2,0.0,0.0,1.0
3e092724,Wylan Cyprien,26,1,24,17,1490,16.6,0.04,0.14,1.02
3e17193f,Ole Romeny,23,3,58,33,3184,35.4,0.14,0.03,1.03
3e38b72f,Corry Evans,33,2,27,22,1885,21.0,0.02,0.0,0.99
3e42f707,David García,29,3,94,93,8119,90.2,0.02,0.02,1.05
3e4f735d,Vitorino Antunes,35,2,61,61,5205,57.8,0.04,0.12,0.98
3e587547,Diogo Figueiras,30,1,15,15,1268,14.1,0.05,0.13,0.99
3e5a168c,Carlos Isaac,24,1,9,3,348,3.9,0.0,0.02,1.0
3e5e4e63,Steve Cook,32,3,65,62,5428,60.3,0.02,0.02,0.99
3e5f2323,Tomás Castro,22,1,4,0,53,0.6,0.0,0.12,1.0
3e707ad4,Brau,21,1,1,0,31,0.3,0.0,0.0,1.0
3e80e04e,Lyle Taylor,31,1,32,22,2025,22.5,0.11,0.04,1.0
3e8c6e2c,Savio,28,2,21,2,575,6.4,0.0,0.25,1.0
3e93f8cf,Íñigo Eguaras,30,1,25,10,967,10.7,0.08,0.04,1.0
3e96f3e7,Francisco Montero,24,1,29,29,2587,28.7,0.03,0.02,1.0
3e9e06cb,Craig Dawson,33,3,84,80,7097,78.8,0.07,0.04,0.97
3ea1862e,Miguel Maga,20,3,38,23,2169,24.1,0.04,0.05,0.98
3ea50f67,Harvey Barnes,25,3,87,63,5614,62.300000000000004,0.31,0.18,1.08
3ead85f9,Alessio Romagnoli,28,3,82,75,6742,75.0,0.02,0.01,1.01
3eaf8817,Lebo Mothiba,27,3,48,13,1575,17.5,0.36,0.02,1.0
3eb0f2df,Vladimír Darida,31,2,28,23,1817,20.1,0.07,0.12,1.0
3eb22ec9,Bernardo Silva,28,3,102,86,7640,84.8,0.13,0.22,1.08
3ec33276,Ronald,22,1,35,33,2737,30.5,0.12,0.11,0.97
3ec3c1c9,Lucas Martínez Quarta,27,3,76,67,5893,65.5,0.08,0.04,1.01
3ec9195b,Darnell Furlong,27,3,127,120,10627,118.1,0.05,0.04,0.93
3ec9f005,Ismael Saibari,22,2,36,15,1434,15.9,0.24,0.12,0.96
3ecc11d8,Yeray Álvarez,28,3,69,62,5344,59.4,0.02,0.02,0.99
3ecc8c5f,Mateusz Wieteska,26,2,56,47,4256,47.2,0.04,0.01,0.97
3ece036c,Kacper Kozłowski,19,2,59,53,4129,45.9,0.07,0.09,0.97
3ed84b2c,Bobby Adekanye,24,2,59,51,3950,43.8,0.07,0.11,0.99
3ee0dd59,Martín Zubimendi,24,3,103,90,8346,92.8,0.06,0.04,1.0
3eeb80e0,Fredrik Jensen,25,3,54,28,2680,29.8,0.07,0.17,1.02
3eed9821,Samuel Umtiti,29,3,32,27,2388,26.6,0.02,0.0,0.99
3eeda7dd,Gavin Kilkenny,22,2,17,14,1191,13.299999999999999,0.01,0.04,0.99
3eeebc87,Tiago Santos,21,2,59,54,4784,53.2,0.03,0.09,0.98
3ef0a2d7,Aleksa Terzić,22,2,36,9,1209,13.4,0.03,0.13,1.01
3ef0fa48,Gelson Martins,27,2,43,27,2250,25.0,0.19,0.08,0.96
3ef965c1,Flavio Junior Bianchi,21,1,7,4,314,3.5,0.17,0.02,1.0
3effaa34,André Silva,27,3,83,53,4543,50.5,0.32,0.09,0.89
3f034750,Ivo Grbić,27,3,42,40,3583,39.8,0.0,0.0,1.0
3f10bd22,Jesús Navas,37,3,86,65,5770,64.1,0.01,0.09,0.99
3f29b3ba,Daniel Peretz,23,1,1,0,17,0.2,0.0,0.0,1.0
3f2d59fe,Shkodran Mustafi,29,1,11,8,658,7.3,0.01,0.0,1.02
3f30f12a,Aslak Witry,26,2,30,17,1447,16.1,0.01,0.07,1.01
3f319bb9,Rasmus Nicolaisen,26,2,67,67,5920,65.8,0.03,0.02,0.99
3f332394,André Vidigal,24,3,94,71,6402,71.2,0.19,0.05,0.99
3f3a2cba,Moustapha Mbow,21,1,1,1,90,1.0,0.0,0.0,1.0
3f47ebce,Marcos Leonardo,20,1,14,3,331,3.7,1.28,0.0,1.04
3f5f38fb,Nicolò Casale,25,3,85,73,6582,73.1,0.03,0.01,0.98
3f651f34,Abdoullah Ba,20,2,66,29,2725,30.299999999999997,0.09,0.06,0.99
3f65d5ce,Ethan Horvath,28,3,66,66,5940,66.0,0.0,0.0,1.0
3f6c3ae0,Tjark Ernst,19,1,1,1,90,1.0,0.0,0.0,1.0
3f70db80,Kristoffer Klaesson,22,2,2,1,126,1.4,0.0,0.0,1.0
3f75e889,Ivo Gonçalves,37,1,1,1,90,1.0,0.0,0.0,1.0
3f79a1c8,Gonzalo Escalante,30,3,66,53,4682,52.099999999999994,0.12,0.06,1.02
3f7bafbe,Alejo Véliz,19,1,14,0,85,1.0,0.44,0.0,1.01
3f7e5a98,Jeppe Corfitzen,18,1,1,0,9,0.1,0.0,0.0,1.0
3f847d95,Joseph Whitworth,18,1,2,2,180,2.0,0.0,0.0,1.0
3fa733bc,Million Manhoef,21,3,76,62,5357,59.5,0.12,0.08,1.08
3faa1780,Lukas Rupp,30,1,19,7,769,8.5,0.08,0.16,0.99
3fc45c73,Iñigo Martínez,32,3,62,54,4975,55.3,0.04,0.01,1.01
3fe6bd8c,Paul Dummett,31,2,8,2,218,2.4000000000000004,0.02,0.0,1.0
40221fa7,Bradley Locko,21,3,79,59,5299,58.9,0.01,0.04,1.01
40302e12,George Evans,28,3,36,12,1245,13.8,0.03,0.03,1.0
403f5d20,Olivier Boscagli,25,3,68,60,5406,60.099999999999994,0.04,0.04,1.06
40406a00,Andrew,22,3,66,65,5911,65.7,0.0,0.0,1.0
4047c976,Aboubakar Kamara,26,1,1,0,2,0.0,,,1.0
40580929,Mark Sykes,25,2,76,60,5065,56.3,0.08,0.07,1.01
405f267a,Salvi,32,3,48,21,1913,21.2,0.09,0.07,0.99
405f6586,Milan Đurić,33,3,98,63,5992,66.7,0.12,0.07,1.03
4066ff66,Mathias Kjølø,22,2,53,40,3239,36.0,0.02,0.03,1.0
40774c6b,Bamba Dieng,23,3,66,26,2465,27.400000000000002,0.42,0.12,0.96
407db0d5,Mads Bidstrup,20,1,4,0,41,0.5,0.0,0.0,1.0
407feb71,Brahim Díaz,23,3,95,70,5325,59.2,0.22,0.17,1.02
40883e3a,Enric Franquesa,24,1,16,6,625,6.9,0.01,0.01,1.0
408ba138,Nils Rossen,17,1,3,0,31,0.3,0.0,0.0,1.0
4090b0e9,Jovan Malcolm,19,1,1,0,1,0.0,,,1.0
40920f01,Peter Kioso,24,3,38,24,2061,22.9,0.02,0.03,0.98
409ccdb7,Oliver Braude,19,1,28,24,2116,23.5,0.0,0.02,1.0
40b58bfc,Janni Serra,23,1,26,15,1117,12.4,0.2,0.04,1.0
40d103f8,Ryan Andrews,18,2,46,32,3058,34.0,0.03,0.02,1.02
40d2f0cb,Brian De Keersmaecker,23,1,33,33,2951,32.8,0.02,0.04,1.02
40ef7347,Rafael Ratão,26,1,30,25,1851,20.6,0.19,0.15,1.0
40f85b8f,Hayden Carter,23,3,70,58,5387,59.9,0.02,0.01,0.98
41017ad5,Luke Garbutt,29,2,25,21,1920,21.299999999999997,0.02,0.05,0.98
41034650,Jurriën Timber,22,3,66,64,5650,62.8,0.06,0.02,0.96
4112ace5,Unai Vencedor Paris,21,2,44,29,2576,28.6,0.04,0.02,0.98
4115ce4e,Jan Bednarek,27,3,96,90,7949,88.3,0.04,0.01,1.02
4117e3f3,Warner Hahn,29,1,19,19,1710,19.0,0.0,0.01,1.0
411fabd7,Orbelín Pineda,25,1,7,0,99,1.1,0.35,0.02,0.99
4125cb98,Jarell Quansah,20,1,17,13,1190,13.2,0.08,0.01,1.02
414184f7,Jhon Durán,19,2,35,3,611,6.8,0.38,0.05,1.04
4142f132,Paulo Bernardo,20,2,30,17,1534,17.1,0.17,0.07,0.98
414e1f69,Marley Aké,22,2,5,0,87,1.0,0.0,0.0,1.0
416e078e,Scott Wharton,25,3,80,71,6337,70.4,0.02,0.01,1.03
41723204,Karol Świderski,26,1,15,3,504,5.6,0.23,0.06,1.01
41a1a2c8,Martin Angha,27,1,31,30,2594,28.8,0.02,0.0,0.99
41b3069f,Fernando Calero,26,2,43,33,2701,30.0,0.02,0.02,0.98
41bd99ea,Simone Scuffet,27,1,31,31,2789,31.0,0.0,0.0,1.0
41bff4fa,Márton Dárdai,20,2,29,20,1702,18.9,0.01,0.02,1.01
41c12f75,Mathías Olivera,25,3,85,67,6015,66.8,0.03,0.06,1.01
41cc19c2,Connor Wickham,29,2,13,5,507,5.6,0.1,0.03,1.0
41d84fed,Licá,32,1,12,3,417,4.6,0.05,0.16,1.0
41df88b8,Saulo Decarli,29,1,1,0,9,0.1,0.22,0.0,1.0
41e7ef1c,Layvin Kurzawa,30,2,4,2,144,1.6,0.0,0.0,1.0
41eebdf5,Samuel Gigot,29,2,47,44,3605,40.099999999999994,0.09,0.02,1.0
41f08ac8,Keane Lewis-Potter,22,3,86,64,5901,65.6,0.25,0.1,0.95
41f0b196,Anatolii Trubin,21,1,28,28,2520,28.0,0.0,0.0,1.0
41f32541,Fernando,36,3,54,45,3886,43.2,0.01,0.03,1.0
41fb0f4e,Domingos Quina,23,3,51,32,2810,31.200000000000003,0.07,0.11,0.99
41ff002d,Bruno Jordão,23,1,11,9,843,9.4,0.17,0.03,0.99
420c18a1,Yann Sommer,34,3,96,96,8640,96.0,0.0,0.0,1.0
420d7c7d,Luke Ayling,31,3,88,75,6714,74.5,0.07,0.08,0.99
42130443,Zack Steffen,27,2,43,43,3870,43.0,0.0,0.0,1.0
421370f5,Django Warmerdam,27,3,47,34,3073,34.099999999999994,0.03,0.02,0.99
42276181,Kévin Gameiro,36,3,96,66,5829,64.8,0.19,0.11,1.02
422862ea,Nathaniel Chalobah,28,3,70,26,2466,27.4,0.04,0.04,0.96
422ee5c7,Isaiah Jones,24,3,111,91,8223,91.3,0.1,0.1,0.96
423daf87,Kosuke Nakamura,28,3,52,52,4680,52.0,0.0,0.0,1.0
4242011c,Bernardo Espinosa,34,2,22,14,1227,13.6,0.07,0.0,1.0
4242a0a1,Anderson,24,2,28,14,1405,15.600000000000001,0.1,0.14,0.99
424595d5,Michael Verrips,26,3,39,39,3510,39.0,0.0,0.0,1.0
4288f249,Sotiris Alexandropoulos,20,1,6,0,104,1.2,0.15,0.05,1.0
4295f19c,Leandro Sanca,23,2,49,17,1945,21.6,0.14,0.19,0.98
42995526,André Clóvis,23,1,23,7,874,9.7,0.19,0.19,0.98
429f107b,Ethan Hamilton,22,1,2,0,59,0.7,0.0,0.0,1.0
42a028c5,Álvaro Bastida,17,1,6,2,197,2.2,0.0,0.0,1.0
42a833ab,Sebastián Pérez Cardona,30,3,87,82,6905,76.7,0.03,0.02,1.01
42d4be51,Harvey Cartwright,19,1,2,1,114,1.3,0.0,0.0,1.0
42dcf26d,Álvaro González,31,1,6,5,451,5.0,0.03,0.0,1.0
42e1ea60,Lazaros Lamprou,25,2,56,36,3088,34.4,0.18,0.09,0.98
42eaa028,Jonathan Ikone,25,3,96,62,5400,60.0,0.16,0.11,0.95
42f0113f,Stredair Appuah,19,2,9,0,150,1.6,0.25,0.07,0.99
42f4f848,Declan Rudd,30,1,1,1,12,0.1,0.0,0.0,1.0
42fd9c7f,Kylian Mbappé,24,3,98,90,7999,88.9,0.48,0.2,1.12
42fdb11d,Frank Magri,23,1,29,14,1438,16.0,0.14,0.08,1.03
43156df9,Mickaël Tirpan,28,2,31,31,2364,26.3,0.02,0.04,0.98
4315f30d,Malang Sarr,23,2,21,14,1262,14.1,0.0,0.02,1.0
431c837b,Klaus Gjasula,33,1,22,17,1363,15.1,0.02,0.01,0.99
43309491,Nathan Broadhead,25,2,60,40,3363,37.4,0.15,0.08,1.1
