Fbref,Player,Total_npG,Total_npxG,finishing
dbb329c6,Eric Oelschlägel,0,0.0,1.0
dbc1e5d8,Rafael Fernandes,0,0.6000000000000001,0.99
dbd1b101,Noah Atubolu,0,0.0,1.0
dbd3a428,Junya Ito,9,10.2,0.98
dbd869a1,Melle Meulensteen,4,6.6,0.96
dbde4959,Dylan Chambost,0,0.6,0.99
dbde9724,Francisco Geraldes,3,5.4,0.96
dbe16ade,Ricky van Wolfswinkel,32,30.0,1.02
dbe204f2,Yacine Bourhane,0,0.0,1.0
dbe56a33,David McGoldrick,2,4.6,0.96
dbec03ba,Douglas Tanque,1,0.9,1.0
dbf053da,Jadon Sancho,11,8.5,1.04
dbfa4f16,Festy Ebosele,2,2.6,0.99
dc008610,Florin Andone,0,0.2,1.0
dc092f62,Josh Windass,6,6.5,0.99
dc10b26c,Greg Cunningham,2,0.8,1.02
dc1c2fce,Álex Berenguer,13,13.2,1.0
dc1ce4f5,Cristhian Mosquera,0,1.2,0.98
dc29b608,Yvon Mvogo,0,0.0,1.0
dc366c36,Tomáš Koubek,0,0.0,1.0
dc38e3bc,Ragnar Ache,0,0.4,0.99
dc3e663e,Jakub Kiwior,2,1.9,1.0
dc3fa3b5,Diego Demme,1,0.7,1.01
dc43f033,Rarmani Edmonds-Green,0,0.0,1.0
dc44b03c,Samu Omorodion,9,11.5,0.96
dc4cae05,David Brooks,4,5.5,0.98
dc519977,Stanley Kanu,0,0.1,1.0
dc5ea86b,Eneko Ortiz,0,0.0,1.0
dc61b402,Luca Mazzitelli,5,2.3,1.05
dc62b55d,Matheus Cunha,19,18.2,1.01
dc62fbee,Leonardo Bittencourt,4,3.6,1.01
dc64b8b3,Liam Cooper,2,1.5,1.01
dc6c2f02,Chiquinho,8,6.0,1.03
dc6f5bdd,Calum Chambers,1,0.4,1.01
dc765618,Þórir Jóhann Helgason,0,0.1,1.0
dc7a172e,Jon Aramburu,0,0.1,1.0
dc7f8a28,Cole Palmer,13,12.7,1.0
dc82e7f1,Marvin Johnson,4,2.3,1.03
dc90cfbe,Bas Dost,11,7.3,1.06
dc936144,Joe Bennett,0,0.1,1.0
dcb38abe,Cyriel Dessers,14,14.100000000000001,1.0
dcba03f6,Mipo Odubeko,0,0.0,1.0
dcd94cdb,Bastien Meupiyou,0,0.0,1.0
dcfb17f4,Amine Adli,12,12.6,0.99
dd082c59,Todd Kane,1,1.1,1.0
dd0daf32,Henrikh Mkhitaryan,10,10.3,1.0
dd0fd043,Gjivai Zechiël,0,0.1,1.0
dd1ef45a,Florian Danho Seke,1,0.8,1.0
dd211559,Gedeon Kalulu,0,0.8999999999999999,0.98
dd26b605,Jamal Blackman,0,0.0,1.0
dd2e62da,Finn Ole Becker,0,0.6000000000000001,0.99
dd323728,Neco Williams,3,3.1,1.0
dd403465,Pablo Galdames Millán,1,0.8,1.0
dd549382,Deniz Undav,23,18.8,1.06
dd5bbe0d,David Čolina,1,0.4,1.01
dd669209,Renato Steffen,0,1.0,0.98
dd676a97,Noah Weißhaupt,1,0.6000000000000001,1.01
dd745366,Andrey Santos,1,1.1,1.0
dd7b6eb8,Solomon Bonnah,0,0.0,1.0
dd7febd8,Leonardo Sernicola,2,1.3,1.01
dd83724a,Baptiste Aloé,0,0.2,1.0
dd86e8e4,Liberato Cacace,0,1.0,0.98
dd897ee7,Liam Delap,12,14.1,0.97
dd9caa07,Patrick Mainka,2,3.2,0.98
ddb76359,Adil Auassar,3,1.5,1.03
ddbeed7f,Kenneth Dougall,4,3.5,1.01
ddc31375,Ernest Poku,1,2.2,0.98
ddd5348b,Martín Merquelanz,0,0.2,1.0
dde93e2c,André Silva,25,16.2,1.12
de0abf23,Zack Nelson,0,0.0,1.0
de0f152c,Adam Masina,2,0.7,1.02
de112b84,Jacob Murphy,8,7.6,1.01
de135234,Aurélien Nguiamba,0,0.0,1.0
de13cee5,Sam Beukema,6,5.8,1.0
de17db90,Gift Orban,1,1.1,1.0
de31038e,Elliot Anderson,0,2.5,0.96
de39485a,Yannick Carrasco,10,11.1,0.98
de3e9cf9,Duarte Carvalho,0,0.0,1.0
de40e38c,Giulian Biancone,1,1.7,0.99
de488e56,Charles Traore,0,0.0,1.0
de4b685b,Mats Rots,0,0.0,1.0
de4cac2d,Silas Katompa,9,10.600000000000001,0.98
de4d92fd,Jamie Jacobs,7,11.399999999999999,0.93
de5b5570,Marvelous Nakamba,0,0.6000000000000001,0.99
de5bc177,Joshua Seary,0,0.0,1.0
de627c8a,Omar Faraj,0,0.0,1.0
de716a60,Melle Witteveen,0,0.5,0.99
de838f86,Anthony Jung,3,1.9,1.02
de83e2e0,Hayden Coulson,0,0.30000000000000004,0.99
de8f6250,Roger Fernandes,4,4.5,0.99
de903ae2,Daniel Villahermosa,0,0.0,1.0
dea698d9,Cristiano Ronaldo,16,17.5,0.98
dea88efd,Khvicha Kvaratskhelia,21,17.7,1.05
dea912dc,Kike Hermoso,1,0.2,1.01
deb748c9,Aleš Matějů,0,0.3,0.99
deba6b05,Fransérgio,0,1.4000000000000001,0.98
debc6b55,Jon Bautista,0,0.1,1.0
debdac8a,Hans Mulder,0,0.4,0.99
debe38a0,John Egan,4,9.5,0.91
dee3013b,Finn Dahmen,0,0.0,1.0
dee3d535,Leonardo Buta,0,0.1,1.0
dee86451,William Carvalho,6,6.6,0.99
def899bd,Phil Jones,0,0.0,1.0
df04eb4b,Crysencio Summerville,19,15.6,1.05
df0a4c90,Christian Nørgaard,6,8.9,0.95
df10e27c,Billy Gilmour,0,2.4,0.96
df1665d7,Luca Raimund,0,0.9,0.98
df2caddd,Kion Etete,6,6.2,1.0
df33ecb5,Jon Martin,0,0.0,1.0
df3cda47,Dejan Kulusevski,16,11.6,1.07
df3e805c,William Hondermarck,0,0.0,1.0
df4153d2,Mohamed Taabouni,0,0.2,1.0
df4b73f0,Alexandre Penetra,3,2.5,1.01
df618867,Tomáš Kalas,0,0.9,0.98
df69b544,Antoine Griezmann,30,27.0,1.04
df85d472,Federico Santander,1,0.6,1.01
df8b52a5,Emerson,4,3.4,1.01
df8d6029,Arthur Theate,8,7.9,1.0
df8e7b62,Erik Thommy,0,0.3,0.99
df90b7ad,Stije Resink,1,2.1,0.98
df9c3473,Guilherme Ramos,0,0.2,1.0
dfa084b2,Aynsley Pears,0,0.0,1.0
dfb64760,Sebbe Augustijns,0,0.1,1.0
dfb6490a,Patrick Herrmann,1,1.7000000000000002,0.99
dfc5d4fa,Soungoutou Magassa,0,0.6,0.99
dfc85b89,Simon Asta,0,0.2,1.0
dfd24c07,Jaime Báez,1,0.6,1.01
dfd56738,Marco Brescianini,4,2.3,1.03
dfe059f0,Michael Stickland,0,0.0,1.0
dfe4f773,Jack Diamond,0,0.0,1.0
dfe5caa2,Francisco Mwepu,0,0.0,1.0
dff0c299,Lohann Doucet,0,0.1,1.0
dff153a4,Leandro Paredes,2,2.0,1.0
e0220b70,Ismaël Koné,4,3.5999999999999996,1.01
e0243d23,Taylor Richards,0,0.8999999999999999,0.98
e0314d87,Andrea Masiello,0,0.0,1.0
e04dca4a,Axel Guessand,0,0.0,1.0
e05082d1,Youssouf M'Changama,0,0.6,0.99
e0581847,César Sousa,0,0.4,0.99
e06683ca,Virgil van Dijk,8,7.4,1.01
e0782abd,Youri Regeer,2,1.3,1.01
e082af5b,Angus Gunn,0,0.0,1.0
e08647d6,Carlos Fernández,2,3.0999999999999996,0.98
e08ac719,Lautaro Gianetti,1,0.4,1.01
e0921a4f,Paulo Dybala,22,16.4,1.08
e0979e74,Haissem Hassan,0,0.0,1.0
e09d77a2,Lino Sousa,0,0.1,1.0
e09f279b,Ivan Toney,25,26.6,0.98
e0b113a7,Robert Andrich,10,6.1,1.06
e0b5ac38,Ezequiel Bullaude,0,0.7,0.99
e0bc6fdc,Emerson Palmieri,3,3.2,1.0
e0ce7038,Alessandro Di Pardo,0,0.1,1.0
e0d1510a,Cody Drameh,0,1.3,0.98
e0d515ef,Marten Winkler,0,0.0,1.0
e0d9bbbe,Bradley Johnson,0,0.7,0.99
e0ee850b,Jay Gorter,0,0.0,1.0
e0f3a1f6,Jean-Charles Castelletto,3,2.5,1.01
e0f8151c,Kim Min-jae,3,1.8,1.02
e1000218,Alfonso Trezza,0,1.6,0.97
e10e4a3e,Achraf Douiri,0,0.30000000000000004,0.99
e110ea4b,Nathan N'Goumou,6,4.6,1.02
e11a39aa,Guillaume Dietsch,0,0.0,1.0
e12b0b5b,Sebastian Rode,5,1.7000000000000002,1.06
e136a109,Florian Jozefzoon,5,5.7,0.99
e138915c,Brett Minnema,0,0.0,1.0
e14e10b1,Cas Odenthal,1,2.1,0.98
e14ec482,Riccardo Orsolini,20,17.9,1.03
e1618c22,Aaron Ramsey,8,6.4,1.03
e162b013,Thomas Meunier,2,1.7,1.01
e16932d8,Jack Clarke,19,13.0,1.09
e18098de,Ivan Šunjić,4,4.1,1.0
e1830c52,Dikeni-Rafid Salifou,0,0.0,1.0
e1846dde,Cárdenas,0,0.0,1.0
e188b47f,Leandro Fernandes,0,0.1,1.0
e19660a8,Michael Kayode,1,0.5,1.01
e19bc88c,Christos Papadopoulos,0,0.0,1.0
e19c989c,Jorge Herrando,0,0.4,0.99
e19ca5b9,Carlinhos,9,6.5,1.04
e1a1b481,Henk Veerman,10,15.299999999999999,0.92
e1b0a70d,Pietro Terracciano,0,0.0,1.0
e1cbb531,Stanislav Lobotka,2,1.3,1.01
e1df6989,Imran Louza,7,5.1,1.03
e1e75690,Ander Martin,0,0.1,1.0
e21042ae,Fabian Klos,1,3.0,0.97
e23dfa3d,Rafael Pontelo,0,0.0,1.0
e2515be0,Diego van Oorschot,0,0.1,1.0
e26229d7,Jorge Karse,0,0.1,1.0
e26a9a17,Josh Flint,1,1.9000000000000001,0.98
e26fcca3,Santiago Ascacíbar,0,1.3,0.98
e27159a1,Alex Mortensen,0,0.0,1.0
e2716bd0,David Silva,4,6.9,0.95
e276e3e6,Djevencio van der Kust,1,1.5,0.99
e27da244,John Brooks,3,3.7,0.99
e27de4fa,Noah Katterbach,0,0.0,1.0
e27fdbca,Wilson Manafá,0,0.4,0.99
e280527c,Marcel Sabitzer,5,6.7,0.97
e287b1d1,James Scott,0,0.0,1.0
e28868f3,Jonny Castro,3,1.3,1.03
e288d4b3,Alessandro Florenzi,3,3.2,1.0
e28ae695,Vitor Costa,2,1.8,1.0
e28e9bec,Luke Woolfenden,1,0.7,1.01
e2a302a8,Dor Peretz,0,0.8,0.99
e2ae54db,Hákon Arnar Haraldsson,2,0.8,1.02
e2b384d2,Chuba Akpom,35,26.1,1.11
e2c439c4,Matthew Olosunde,0,0.0,1.0
e2dcc60e,Moises Parra Gutierrez,0,0.0,1.0
e2dde94c,Gedson Fernandes,0,0.0,1.0
e2eb632a,Yan Dhanda,0,0.0,1.0
e2f9bb5f,Zaydou Youssouf,5,3.1,1.03
e30117aa,Luke Le Roux,1,0.1,1.02
e31708b2,Amadou Diallo,0,0.0,1.0
e3207d47,Luka Adžić,0,2.2,0.96
e320a660,Joel Holvey,0,0.0,1.0
e330a39b,Iker Unzueta,0,0.0,1.0
e33c06cf,Niklas Süle,4,3.9000000000000004,1.0
e33f36d5,Bram Nuytinck,1,2.5,0.97
e33fb79d,Shamar Nicholson,3,4.4,0.98
e341e4cc,Rildo,3,2.8,1.0
e342ad68,Mohamed Salah,48,51.8,0.96
e34e086c,Jovane Cabral,3,3.0,1.0
e34fc66d,Joachim Andersen,3,4.2,0.98
e3510f7e,David Pastor,0,0.3,0.99
e358587b,Pepe Reina,0,0.0,1.0
e36e218a,Jamie Lindsay,3,2.0,1.02
e3756e72,Raoul Bellanova,2,4.3,0.96
e3844ecb,Mickaël Barreto,1,0.9,1.0
e385200c,Samuel Şahin-Radlinger,0,0.0,1.0
e38b5f28,Lequincio Zeefuik,5,3.9,1.02
e38f1636,Nick Viergever,3,2.0,1.02
e3a5814e,Ainsley Maitland-Niles,0,2.6,0.95
e3af40a2,Norbert Alblas,0,0.0,1.0
e3c24495,Victor Adeboyejo,3,2.7,1.01
e3c2a24e,David Sambissa,4,1.2,1.05
e3cceee6,Merih Demiral,2,3.0999999999999996,0.98
e3d0b0c4,Marcelo,0,0.2,1.0
e3d3fbeb,Robert Wagner,0,0.2,1.0
e3d729a6,Thomas Sang,0,0.1,1.0
e3e05edf,Ambroise Oyongo,1,0.3,1.01
e3e32fbb,Igor Carioca,0,0.6000000000000001,0.99
e3e6502a,Gary Madine,10,12.2,0.97
e3f206be,Ché Nunnely,9,7.6,1.02
e3fabb0a,Wu Lei,1,1.1,1.0
e4086af3,Baba Rahman,0,1.1,0.98
e40bdb5d,João Afonso Crispim,0,0.2,1.0
e4114f5d,Patrick Berg,0,0.0,1.0
e41c025a,Luis Gómez,0,0.0,1.0
e4209f59,Sam Bowen,0,0.5,0.99
e4238fb1,Jaidon Anthony,12,11.9,1.0
e42d61c7,Achraf Hakimi,13,10.5,1.04
e4346678,Édgar Badía,0,0.0,1.0
e4377b65,Luther Singh,0,0.5,0.99
e43a4083,Ignacio Miramon,0,0.1,1.0
e43e11a0,Anas Tahiri,2,1.7,1.01
e4448c8c,Sacha Delaye,1,0.5,1.01
e447352c,Famara Diedhiou,2,2.0,1.0
e4551dab,Jack Marriott,9,4.5,1.08
e46012d4,Kevin De Bruyne,26,13.7,1.18
e462fbb9,Jack Stretton,1,0.7,1.01
e47141d7,Michael Adu-Poku,0,0.0,1.0
e472a6f6,Batista Mendy,1,1.7000000000000002,0.99
e472d4da,Ricardinho,5,4.4,1.01
e4738e91,Dyego Sousa,0,1.2,0.98
e48780c8,Matthew Wolfe,0,1.1,0.98
e49ce451,Okay Yokuşlu,5,6.7,0.97
e4a588a7,Viktor Johansson,0,0.0,1.0
e4b6d914,Liam Gibbs,1,0.8999999999999999,1.0
e4b72e34,Miguel Trauco,1,0.5,1.01
e4ba67f2,Giorgio Cittadini,0,0.0,1.0
e4bb1f08,Sambou Sissoko,0,0.1,1.0
e4c0de8b,Joneston Omurwa,0,0.4,0.99
e4e0deaa,Femi Seriki,0,0.3,0.99
e50623a0,Kévin N'Doram,0,1.4000000000000001,0.98
e514ab62,Matt Targett,1,0.8,1.0
e52d33d0,Veit Stange,0,0.0,1.0
e53336c4,James Brown,0,0.0,1.0
e541326e,Ethan Pinnock,6,6.2,1.0
e546b2e3,Julien Ponceau,4,5.1,0.98
e5478b87,Taiwo Awoniyi,29,23.3,1.07
e547d3cf,Umut Tohumcu,0,0.6,0.99
e5499085,Martim Tavares,3,3.0,1.0
e54a9890,Faitout Maouassa,5,3.5999999999999996,1.02
e54bd0a2,Tomás Pina Isla,0,0.5,0.99
e5649a78,Kevin Stöger,6,6.6,0.99
e589e6b8,Bruno Reis,0,1.0,0.98
e58a03c6,Dwight Gayle,3,7.4,0.93
e58cbfd5,Nicolò Rovella,1,2.6,0.97
e599253a,Mario Pašalić,22,19.9,1.03
e5a35ae9,Luca Waldschmidt,9,7.5,1.02
e5a76dfe,Dean Henderson,0,0.0,1.0
e5bf73f3,Musa Barrow,9,8.9,1.0
e5c026d6,Thibaud Verlinden,0,0.0,1.0
e5c107a1,Alfie Jones,2,4.1,0.96
e5c1e0ca,Erik Palmer-Brown,0,2.0,0.96
e5cd9da6,Riza Durmisi,0,0.0,1.0
e5d01ecf,Kiko Femenía,0,0.2,1.0
e5d85da8,Linton Maina,4,6.5,0.96
e5e6cf52,Silas Andersen,0,0.0,1.0
e5ec1410,Abdenasser El Khayati,0,0.0,1.0
e5ec95f8,Mamadou Sylla,0,1.5,0.97
e5f63987,Daniel Ginczek,0,0.1,1.0
e5f76710,Benedikt Gimber,1,1.4,0.99
e606b6c0,Adama Bojang,0,1.3,0.98
e608ed4c,David Button,0,0.0,1.0
e60d17c2,Brayan Riascos,3,6.1,0.95
e613313c,Perr Schuurs,1,2.2,0.98
e61b8aee,Granit Xhaka,11,7.9,1.05
e61bdd69,Gil Bastião Dias,2,1.8,1.0
e63e122d,Kingsley Michael,0,0.0,1.0
e6428440,Luciano Vega,0,0.3,0.99
e6536124,Patrick Dorgu,2,2.0,1.0
e6697917,Domingos André Ribeiro Almeida,4,3.6,1.01
e66ebabb,Alex Cordaz,0,0.0,1.0
e6777e6b,Stefan Mitrović,1,0.4,1.01
e685ff44,Remco Balk,1,3.1,0.96
e68b8147,Lucas Bernadou,2,0.5,1.03
e69c30bb,Mark Spenkelink,0,0.0,1.0
e69e0f7b,Omar Rekik,0,0.2,1.0
e6aaca37,Florian Kamberi,0,0.0,1.0
e6af02e0,Matheus Nunes,5,5.5,0.99
e6bc67d7,Gonçalo Guedes,15,9.4,1.09
e6c15f6e,Gian-Luca Itter,0,0.3,0.99
e6c43eec,Josuha Guilavogui,2,2.5,0.99
e6eadfb8,Youssouf Koné,0,0.2,1.0
e705903c,Ioannis-Foivos Botos,3,1.9,1.02
e717705a,Alex Král,0,3.2,0.95
e71aac2c,Charlie Patino,5,3.1999999999999997,1.03
e7281ea9,Flávio Nazinho,0,0.1,1.0
e73c9bb2,Alex Telles,0,0.8,0.99
e7434f04,Simon Moore,0,0.0,1.0
e74f0e59,Lorenzo De Silvestri,6,2.5999999999999996,1.06
e75129bd,Noah Mbamba,0,0.0,1.0
e7563cb6,Liam Walsh,2,1.5,1.01
e75750a3,Callum Robinson,13,16.9,0.95
e7630876,Mika Màrmol,0,0.2,1.0
e765162e,Sol Sidibé,0,0.0,1.0
e768de1f,Habib Maïga,2,1.0,1.02
e7695e6c,Mateo Retegui,6,5.0,1.02
e76ad32b,Sam Silvera,4,4.2,1.0
e76cb9cc,Chancel Mbemba,9,6.3,1.04
e76f6fbe,Kévin Danois,0,0.0,1.0
e77dc3b2,Dominic Solanke,48,54.6,0.94
e7809a03,Bryan Smeets,2,1.1,1.02
e791ed65,Maxim Gullit,0,0.0,1.0
e79269bd,Luca Netz,1,4.1,0.95
e7986081,Moussa Dembélé,19,19.1,1.0
e7aa9d7c,Fábio Silva,3,6.0,0.95
e7ab4179,Erick Cabaco,0,0.5,0.99
e7af9060,Cyle Larin,9,14.9,0.92
e7b899b8,Max Christiansen,0,0.4,0.99
e7ca0439,James Tomkins,2,1.5,1.01
e7d22eae,Jan Morávek,0,1.0,0.98
e7d2a50b,Fran Delgado,0,0.0,1.0
e7d59f4f,Amine Harit,5,6.7,0.97
e7ec3c71,Maurício,3,1.2999999999999998,1.03
e7ee38c3,Robin Olsen,0,0.0,1.0
e7f3e8a7,Chidera Ejuke,0,1.5,0.97
e7f4603c,Borja García,1,0.7,1.01
e7f4869a,Oscar Vilhelmsson,4,4.1,1.0
e7fcf289,Florian Wirtz,18,14.399999999999999,1.05
e7fea51e,Thomas Lam,2,3.1,0.98
e806687c,Ben Hatton,0,0.0,1.0
e814e1cf,Lewis Dobbin,1,0.3,1.01
e816a8ee,Marcos Vinicios Sorriso,1,1.8,0.99
e8271ad9,Jordan Zemura,4,3.1,1.02
e82900ef,David Datro Fofana,5,7.5,0.96
e82adcab,Exequiel Palacios,5,3.2,1.03
e83e8928,Xabier Huarte Armendáriz,0,0.0,1.0
e851067d,Lasse Wehmeyer,0,0.4,0.99
e8570430,Nathanael Ogbeta,0,0.0,1.0
e857a755,Patrick,2,2.8000000000000003,0.99
e85fb9b8,Giorgio Chiellini,0,0.8,0.99
e860c42f,Kyle Naughton,0,1.4,0.98
e87c44a9,Asier Osambela,0,0.0,1.0
e8832875,João Pedro,18,19.5,0.98
e886ec27,João Reis,0,0.1,1.0
e8918589,Helton Leite,0,0.0,1.0
e892c325,Julius Beck,0,0.0,1.0
e897d8ba,Kiké,8,16.4,0.88
e8a20073,Nick Doodeman,0,0.5,0.99
e8a427a3,Elliot Embleton,2,1.8,1.0
e8a65bc8,Bilal Boutobba,1,2.0,0.98
e8acf576,Tibor Halilović,4,6.0,0.97
e8c4a824,Benjamín Rollheiser,1,0.7,1.01
e8c5dd4d,Arthur Desmas,0,0.0,1.0
e8c930bb,Milan Badelj,2,2.4,0.99
e8c9f4e9,Billy Sharp,13,17.9,0.93
e8cc2cbb,Victor Torp,0,0.7,0.99
e8dc329b,Cambila,0,0.0,1.0
e8dd8ac7,Bruno Lourenço,8,6.4,1.03
e8e125b0,Calvin Twigt,2,2.0,1.0
e8edfdc9,Jhonder Cádiz,17,17.6,0.99
e8ef59da,Yorbe Vertessen,12,9.1,1.05
e90ec8d0,Matheus Bueno,1,1.1,1.0
e9208654,Tommy Smith,1,2.0,0.98
e921b9db,Jacopo Dezi,0,0.0,1.0
e9241b40,Luca de la Torre,2,5.9,0.94
e9254eec,Grant Hanley,2,4.4,0.96
e92cd3f7,Alexander Sørloth,39,30.9,1.09
e94d79e3,Martín Cáceres,1,0.2,1.01
e95069bb,Nikita Contini Baranovsky,0,0.0,1.0
e9543ec7,Sandro Cruz,1,1.0,1.0
e962e4b5,Rav van den Berg,1,1.2,1.0
e96b2583,Nabil Touaizi,0,0.0,1.0
e96d5560,Callum Styles,4,5.3,0.98
e97150c0,Jérémy Morel,0,0.0,1.0
e97fd090,Ruben Loftus-Cheek,6,5.7,1.0
e980e78d,Adryelson,0,0.0,1.0
e98211e7,Jack Hinshelwood,3,1.9,1.02
e9971f2d,Japhet Tanganga,2,1.3,1.01
e997f52f,Yuki Soma,7,5.9,1.02
e9a97974,Braydon Manu,0,0.4,0.99
e9ada8cf,Javi López,1,0.9,1.0
e9bfd3cf,Andy Rinomhota,0,1.9,0.97
e9c0c1b2,André Onana,0,0.0,1.0
e9d29bb8,Kyle Joseph,0,0.0,1.0
e9da32cb,Joel Bagan,3,2.8,1.0
e9dc604a,Ruben Roosken,0,0.2,1.0
e9f1c4de,Sam Tickle,0,0.0,1.0
e9fda01d,Danny Loader,5,3.2,1.03
ea003d07,Joel Pohjanpalo,0,0.0,1.0
ea02beaf,Remi Oudin,10,6.8,1.05
ea06dd97,Daniele Baselli,0,1.2,0.98
ea0893d6,Kelvin Yeboah,1,3.0,0.97
ea0aa7e0,Mihailo Ristić,2,1.0,1.02
ea0ff634,Valère Germain,6,6.9,0.99
ea1094af,Jake Garrett,1,0.7,1.01
ea1a5662,Myles Peart-Harris,0,0.0,1.0
ea39a081,Josh Bowler,16,14.100000000000001,1.03
ea3b4578,Gonçalo Esteves,0,0.0,1.0
ea42c03f,Agustín Rogel,0,0.8,0.99
ea468ea8,Luca Marrone,0,0.1,1.0
ea55ae1a,Sam Cosgrove,0,0.1,1.0
ea610f00,Pol Lozano,0,0.0,1.0
ea6a7ab4,Dani Raba,0,0.0,1.0
ea6bc03a,Robin Koch,2,5.4,0.94
ea76b7e8,Emmanuel Longelo,1,1.1,1.0
ea83bfa6,Rui Silva,0,0.0,1.0
ea9b2ef9,Germán Sánchez,2,1.4,1.01
eab85789,Osman Bukari,2,1.4,1.01
eab957a3,Anel Ahmedhodžić,8,7.9,1.0
eabef312,Ilhan Fakili,0,0.2,1.0
eac044ad,Moanes Dabbur,9,8.0,1.02
ead51916,Toni Domgjoni,0,1.1,0.98
ead61f73,Juan Miranda,4,4.2,1.0
eade5337,Damir Ceter,0,0.0,1.0
eae26fce,Gilson Benchimol,0,0.2,1.0
eaeca114,Nathan Aké,5,4.8,1.0
eaefa2d0,Alvaro Sanz,0,0.0,1.0
eaf71a5e,Karim Azamoum,0,0.1,1.0
eafa6953,Arvin Appiah,0,0.4,0.99
eb0db257,Qazim Laçi,0,0.2,1.0
eb0ec070,Pasquale Mazzocchi,2,2.2,1.0
eb2fe5b6,Luis Muriel,11,9.1,1.03
eb3022c3,Benjamin Tahirovic,2,1.1,1.02
eb343262,Maarten Paes,0,0.0,1.0
eb3dd471,Luis Rioja,3,6.0,0.95
eb45e1d8,Ukra,0,0.1,1.0
eb50ce49,Ilias Takidine,0,0.8,0.99
eb58eef0,Georginio Wijnaldum,3,4.2,0.98
eb60757f,Kiko Bondoso,8,8.0,1.0
eb61713c,Danny Blum,2,0.8,1.02
eb6e14be,Mergim Berisha,6,5.7,1.0
eb76987d,Salvador Ferrer,0,0.2,1.0
eb7822d7,Nemanja Matić,2,1.8,1.0
eb82b6f1,Fidel,6,3.5,1.04
eb901957,Diogo Spencer,0,0.0,1.0
eb907bfc,Gyrano Kerk,0,1.2,0.98
eba1e557,Han-Noah Massengo,0,2.8,0.95
ebac0ace,Bryan Lasme,2,0.8,1.02
ebb32f3a,Keke Maximilian Topp,0,0.0,1.0
ebbc1dfb,Ricardo Guimarães,0,1.0,0.98
ebc56869,Zakaria Labyad,1,0.8,1.0
ebd0a048,Matty James,4,4.199999999999999,1.0
ebf5f33d,Ryan Woods,0,0.5,0.99
ec11ecf8,Chris Bedia,1,0.2,1.01
ec1a731e,Víctor Chust,1,1.9,0.98
ec1e1d42,Thomas Robinet,8,9.1,0.98
ec1f737d,Alessandro Berardi,0,0.0,1.0
ec2e64da,Bassala Sambou,0,0.3,0.99
ec30b9c8,Samuel Bastien,1,0.8,1.0
ec315772,Santiago Pierotti,0,0.5,0.99
ec3e9827,Jamal Amofa,1,0.7,1.01
ec3efd7f,Zakaria Bakkali,3,2.8,1.0
ec52b661,Emanuele Valeri,2,3.1,0.98
ec5dae45,Emanuel Vignato,1,0.6,1.01
ec6773f5,Mateusz Praszelik,0,0.0,1.0
ec68a918,Mert Kömür,1,0.2,1.01
ec6e2549,Sílvio,0,0.0,1.0
ec759ba1,Daniel Batz,0,0.0,1.0
ec75ee25,Jenson Seelt,0,1.2,0.98
ec76c977,Marco Rente,1,1.9,0.98
ec7c84c2,Javier Muñoz,2,2.5,0.99
ec84c4ab,Igor Rossi Branco,0,0.3,0.99
eca0eede,Batxi,1,0.4,1.01
ecad9aa5,Roméo Lavia,1,0.4,1.01
ecada4fc,Keylor Navas,0,0.0,1.0
ecbe2839,Willian Pacho,0,1.2,0.98
ecc77652,Pablo Martínez,0,0.5,0.99
eccbe56a,Filip Đuričić,5,4.7,1.01
eccf6574,Kristian Nökkvi Hlynsson,7,5.4,1.03
ecd8c01e,Rubén Rochina,1,0.6,1.01
ed16934e,Tesfaldet Tekie,1,1.0,1.0
ed1cc44a,Vítor Tormena,1,2.2,0.98
ed1e53f3,Phil Foden,39,25.6,1.17
ed1f0d0f,Curtis Tilt,1,0.7,1.01
ed21e2f8,Iker Undabarrena,2,0.4,1.03
ed383e43,Alex Matos,1,0.4,1.01
ed39121c,Florian Tardieu,0,1.2,0.98
ed3a1cee,Ilias Bronkhorst,0,0.6,0.99
ed3f5f4c,Josema,0,0.0,1.0
ed45c4a5,Valentin Rongier,1,4.7,0.94
ed47203f,Matthew Sorinola,3,2.5,1.01
ed4fef1c,Fernando Ferreira Fonseca,0,0.1,1.0
ed55b838,Gelabert,1,0.8,1.0
ed5c0319,Beto,25,30.099999999999998,0.94
ed5c5fa3,Fran Beltrán,1,2.0,0.98
ed6ea4d9,Darwin Machís,7,3.5,1.06
ed79b7d3,Ermedin Demirović,21,20.1,1.01
ed8c9785,Ben Thompson,0,0.2,1.0
ed8cecc9,Simon Ramet,0,0.0,1.0
ed8d597c,Dominic Ballard,0,0.0,1.0
ed90babd,Adam Ounas,2,3.5999999999999996,0.97
ed98c321,Tim Breithaupt,0,0.1,1.0
ed9f7cfe,Renan Lodi,2,2.0,1.0
eda38706,Adson,0,0.2,1.0
eda40760,Aleksandar Kolarov,0,0.0,1.0
edb2712b,Maximilian Wittek,6,6.4,0.99
edbe46dc,Jean-Louis Leca,0,0.0,1.0
edc7be9d,André Simões,0,0.0,1.0
edc98fac,Santiago Bueno,0,1.3,0.98
edd4e7a5,Yoel Lago,0,0.0,1.0
edd65ae0,Zainadine Júnior,0,2.0,0.96
edd81e2a,Dylan Bronn,1,2.5,0.97
edf2b497,Paulo Estrela Moreira,1,0.5,1.01
ee158be5,Junior Mwanga,1,1.4,0.99
